"zone","state","lga","sector","ea","hhid","indiv","s2aq1","s2aq2","s2aq3","s2aq4","s2aq5","s2aq6","s2aq7","s2aq7b","s2aq8","s2aq9","s2aq10","s2aq10b","s2aq11","s2aq12","s2aq12b","s2aq13","s2aq14","s2aq14b","s2aq15","s2aq16","s2aq16b","s2aq17","s2aq17b","s2aq18","s2aq19","s2aq20","s2aq21","s2aq22","s2aq22b","s2aq23a","s2aq23b","s2aq23c","s2aq23d","s2aq23e","s2aq23f","s2aq23g","s2aq23h","s2aq23i","s2aq24","s2aq25","s2aq26","s2aq26b","s2aq27","s2aq28","trackingobs"
5,10,1005,1,662,100094,10,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100094,11,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100094,12,1,2,1,1,2,1,,,5,12,1,,1,2,,1,,,13,2,,1,,2,2,,,,,0,0,0,0,0,0,0,0,5000,4,,,,,1,0
5,10,1005,1,662,100094,13,1,2,1,1,1,1,,,7,13,1,,1,2,,1,,,14,2,,1,,2,2,,,,,0,0,0,0,0,0,0,0,6200,4,,,,,1,0
5,10,1005,1,662,100095,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,7,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,8,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,9,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,10,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100095,11,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100096,6,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100097,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100097,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100097,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100097,4,1,1,,1,1,1,,,3,42,9,,2,,,2,13,"JUST COMPLETED BSC",,,,,,,,,,,,,,,,,,,,,4,,,,,2,0
5,10,1005,1,662,100098,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100098,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100100,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1005,1,662,100100,2,1,2,1,1,1,1,,,5,34,8,,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,0
5,10,1018,2,898,100101,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100101,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100101,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100101,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100101,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100102,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,6,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,7,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,8,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,9,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,10,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,11,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100103,12,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,6,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100104,7,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100105,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100105,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100106,1,,,1,2,1,1,,"",8,16,2,"",2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5,10,1018,2,898,100106,2,,,3,2,2,2,9,"",,,,"",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5,10,1018,2,898,100106,3,,,3,1,1,1,,"",6,26,6,"",2,,"",,5,"",,,"",,"",,,,,,,,,,,,,,,,,,,,,,1
5,10,1018,2,898,100107,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100107,2,1,1,,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
5,10,1018,2,898,100108,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100108,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100108,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100109,7,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,2,898,100110,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100111,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,4,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,5,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,6,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,7,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100112,8,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,1,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,2,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,3,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,4,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100113,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100114,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100114,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100114,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100114,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100114,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100114,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100115,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100115,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100115,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100116,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100116,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100116,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,5,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,6,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100117,7,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100118,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100118,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100118,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100118,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100119,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100119,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100119,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100119,4,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,7,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,8,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1018,1,634,100120,9,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100121,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100122,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100122,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100122,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100122,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100123,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100123,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100123,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100123,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100124,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100125,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100125,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100126,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100126,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100126,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,6,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,7,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,8,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100127,9,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100128,1,,,1,2,1,1,,"",6,16,2,"",2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100128,2,,,7,2,1,1,,"",6,16,2,"",2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100128,3,,,3,1,2,1,,"",5,1,1,"",2,,"",,5,"",,,"",,"",,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100128,4,,,2,1,2,2,1,"",,,,"",,,"",,,"",,,"",,"",,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100128,5,,,2,1,2,2,1,"",,,,"",,,"",,,"",,,"",,"",,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100128,6,,,2,1,2,2,1,"",,,,"",,,"",,,"",,,"",,"",,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100128,7,,,1,1,2,2,1,"",,,,"",,,"",,,"",,,"",,"",,,,,,,,,,,,,,,,,,,,,,1
5,10,1020,1,38,100129,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,6,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1020,1,38,100130,7,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100131,8,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100132,5,1,1,,1,1,1,,,6,26,6,,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,14,8,,1,1,0
5,10,1025,2,1774,100133,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,4,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,5,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,6,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,7,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100133,8,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,5,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,6,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100134,7,1,1,,1,1,1,,,6,24,5,,2,,,2,5,,,,,,,,,,,,,,,,,,,,,,1,13,1,,1,1,0
5,10,1025,2,1774,100135,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100135,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100136,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,4,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,6,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100138,7,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,10,1025,2,1774,100139,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
