"zone","state","lga","sector","ea","hhid","plotid","s11aq4a","s11aq4b","s11aq4c","s11aq4a1","s11aq4b1","s11aq4b1_os","s11aq5c","s11aq6a","s11aq6b"
1,7,701,2,606,70106,3,960,1,2942.7,1,,,7010603,1,2
1,7,701,2,606,70106,4,800,1,2636.3,1,,,7010604,1,2
1,7,701,2,606,70107,1,700,1,1320,1,,,7010701,1,2
1,7,701,2,606,70107,2,4000,1,6125.6,1,,,7010702,1,2
1,7,701,2,606,70107,3,460,1,1335.5,1,,,7010703,1,2
1,7,701,2,606,70107,4,418,1,1731.2,1,,,7010704,1,2
1,7,701,2,606,70108,1,2800,1,7587.9,1,,,7009101,1,
1,7,701,2,606,70108,2,600,1,1530.7,1,,,7009101,1,
1,7,701,2,606,70108,3,700,1,988.83,1,,,7009103,1,
1,7,701,2,606,70108,4,2000,1,4176.9,1,,,7009104,1,
1,7,701,2,606,70109,1,2400,1,5622.4,1,,,7010901,1,
1,7,701,2,606,70109,2,3200,1,9525.7,1,,,7010902,1,
1,7,701,2,606,70109,3,600,1,1387.1,1,,,7010803,1,
1,7,701,2,606,70110,1,1600,1,4489.3,1,,,7011001,1,2
1,7,701,2,606,70110,2,600,1,843.43,1,,,7011002,1,2
1,7,701,2,606,70110,3,640,1,1163.1,1,,,7011003,1,2
1,7,701,2,606,70110,4,200,1,598.05,1,,,7011004,1,2
1,7,702,2,632,70111,1,6800,1,7956.4,1,,,7011101,1,2
1,7,702,2,632,70111,2,6000,1,7014.54,1,,,7011102,1,2
1,7,702,2,632,70111,3,4800,1,5563.2,1,,,7011103,1,2
1,7,702,2,632,70111,4,1600,1,1872.14,1,,,7011104,1,2
1,7,702,2,632,70111,5,1600,1,1870.4,1,,,7011105,1,2
1,7,702,2,632,70111,6,1250,1,1462.51,1,,,7011106,1,2
1,7,702,2,632,70111,7,8000,1,9248.49,1,,,7011107,1,2
1,7,702,2,632,70112,1,1400,1,2516.1,1,,,7011201,1,
1,7,702,2,632,70112,2,2000,1,3581.5,1,,,7011202,1,
1,7,702,2,632,70112,3,2400,1,5323.5,1,,,7011203,1,
1,7,702,2,632,70112,4,600,1,769.97,1,,,7011204,1,
1,7,702,2,632,70112,5,4000,1,19172,1,,,7011205,1,
1,7,702,2,632,70113,1,3600,1,4452.4,1,,,7011301,1,2
1,7,702,2,632,70113,2,2800,1,2684.32,1,,,7011302,1,2
1,7,702,2,632,70113,3,2000,1,2331.8,1,,,7011303,1,2
1,7,702,2,632,70113,4,1200,1,1055.9,1,,,7011304,1,2
1,7,702,2,632,70113,5,2400,1,4534.9,1,,,7011305,1,2
1,7,702,2,632,70113,6,3600,2,4785.9,1,,,7011306,1,2
1,7,702,2,632,70114,1,2000,1,2045.3,1,,,7011401,1,
1,7,702,2,632,70114,2,2000,1,2942.8,1,,,7011402,1,
1,7,702,2,632,70114,3,2000,1,3879.7,1,,,7011403,1,
1,7,702,2,632,70114,4,1200,1,2254.2,1,,,7011404,1,
1,7,702,2,632,70114,5,1200,1,3166.8,1,,,7011405,1,
1,7,702,2,632,70114,6,2000,1,2027,1,,,7011406,1,
1,7,702,2,632,70115,1,2000,1,2851.5,1,,,7011501,1,
1,7,702,2,632,70115,2,4000,1,8391.2,1,,,7011502,1,
1,7,702,2,632,70115,3,1200,1,2567.8,1,,,7011503,1,
1,7,702,2,632,70115,4,1600,1,6059,1,,,7011504,1,
1,7,702,2,632,70116,1,4000,1,6329.5,1,,,7011601,1,
1,7,702,2,632,70116,2,1800,1,1674,1,,,7011602,1,
1,7,702,2,632,70116,3,1000,1,862.42,1,,,7011603,1,
1,7,702,2,632,70116,4,1450,1,1130.5,1,,,7011604,1,
1,7,702,2,632,70116,5,700,1,533.66,1,,,7011605,1,
1,7,702,2,632,70116,6,400,1,327.07,1,,,7011606,1,
1,7,702,2,632,70116,7,800,1,642.38,1,,,7011607,1,
1,7,702,2,632,70117,1,700,1,861.78,1,,,7011701,1,
1,7,702,2,632,70117,2,1000,1,1386.8,1,,,7011702,1,
1,7,702,2,632,70117,3,1700,1,2217.6,1,,,7011703,1,
1,7,702,2,632,70117,4,1400,1,1675.04,1,,,7011704,1,
1,7,702,2,632,70117,5,1600,1,2645.8,1,,,7011705,1,
1,7,702,2,632,70117,6,1200,1,1625.3,1,,,7011706,1,
1,7,702,2,632,70117,7,800,1,1062.4,1,,,7011707,1,
1,7,702,2,632,70117,8,8000,1,7261.4,1,,,7011708,1,
1,7,702,2,632,70118,1,400,1,2064.9,1,,,7011801,1,
1,7,702,2,632,70118,2,400,1,2107,1,,,7011802,1,
1,7,702,2,632,70118,3,2000,1,3461.7,1,,,7011803,1,
1,7,702,2,632,70118,4,2000,1,2228,1,,,7077805,1,
1,7,702,2,632,70118,5,800,1,2302.2,1,,,7011805,1,
1,7,702,2,632,70119,1,1600,1,1238.1,1,,,7011901,1,
1,7,702,2,632,70119,2,3200,1,1525.7,1,,,7011902,1,
1,7,702,2,632,70119,3,4000,1,2191.5,1,,,7077903,1,
1,7,702,2,632,70119,4,1600,1,2095.6,1,,,7011904,1,
1,7,702,2,632,70119,5,2200,1,4639.8,1,,,7011905,1,
1,7,702,2,632,70120,1,4400,1,4800.4,1,,,7012001,1,
1,7,702,2,632,70120,2,3200,1,1183.05,1,,,7012002,1,
1,7,702,2,632,70120,3,1600,1,3524.4,1,,,7012003,1,
1,7,718,2,1640,70121,1,200,1,333.34,1,,,7012901,1,
1,7,718,2,1640,70121,2,600,1,757.07,1,,,7012902,1,
1,7,718,2,1640,70121,3,1200,1,1514.1,1,,,7012903,1,
1,7,718,2,1640,70121,4,2800,1,2827.9,1,,,7012904,1,
1,7,718,2,1640,70121,5,400,1,653.6,1,,,7012905,1,
1,7,718,2,1640,70122,1,900,1,842.25,1,,,7012201,1,
1,7,718,2,1640,70122,2,800,1,792.35,1,,,7012202,1,
1,7,718,2,1640,70122,3,500,1,620.1,1,,,7012203,1,
1,7,718,2,1640,70123,1,400,1,336.94,1,,,7012301,2,
1,7,718,2,1640,70123,2,960,1,1135.15,1,,,7012302,2,
1,7,718,2,1640,70123,3,500,1,6045.3,1,,,7012303,2,
1,7,718,2,1640,70123,4,2050,1,1985.75,1,,,7012304,2,
1,7,718,2,1640,70124,1,900,1,1215.05,1,,,7012401,1,
1,7,718,2,1640,70124,2,2000,1,1896.5,1,,,7012402,1,
1,7,718,2,1640,70124,3,1200,1,1173.2,1,,,7012403,1,
1,7,718,2,1640,70124,4,1300,1,1189.65,1,,,7012404,1,
1,7,718,2,1640,70124,5,1100,1,998,1,,,7012405,1,
1,7,718,2,1640,70125,1,800,1,789.06,1,,,7012501,1,
1,7,718,2,1640,70125,2,400,1,475.15,1,,,7012502,1,
1,7,718,2,1640,70125,3,850,1,856.3,1,,,7012503,1,
1,7,718,2,1640,70125,4,500,1,498.2,1,,,7012504,1,
1,7,718,2,1640,70126,1,2000,1,2143.3,1,,,7012601,1,
1,7,718,2,1640,70126,2,1600,1,2349.3,1,,,7012602,1,
1,7,718,2,1640,70126,3,4000,1,4589.9,1,,,7012603,1,
1,7,718,2,1640,70126,4,8000,1,5379,1,,,7012604,1,
1,7,718,2,1640,70126,5,6000,1,7550.5,1,,,7012605,1,
1,7,718,2,1640,70126,6,3200,3,4502.2,1,,,7012606,1,
1,7,718,2,1640,70127,1,800,1,798.42,1,,,7012701,1,
1,7,718,2,1640,70127,2,4400,1,2689.1,1,,,7012702,1,
1,7,718,2,1640,70128,1,2000,1,4666.6,1,,,7012801,1,
1,7,718,2,1640,70128,2,800,1,1046.4,1,,,7012802,1,
1,7,718,2,1640,70129,1,4000,1,1364.5,1,,,7012901,1,
1,7,718,2,1640,70129,2,1200,1,,2,5,"FLOODING",,1,
1,7,718,2,1640,70130,1,600,1,1299.4,1,,,7013001,1,
1,7,718,2,1640,70130,2,4800,1,5196,1,,,7013002,1,
1,7,718,2,1640,70130,3,5200,1,6184,1,,,7013003,1,
1,7,715,2,780,70131,1,860,1,789.85,1,,,7013101,1,
1,7,715,2,780,70131,2,600,1,572.1,1,,,7013102,1,
1,7,715,2,780,70131,3,1080,1,968.35,1,,,7013103,1,
1,7,715,2,780,70131,4,600,1,559.2,1,,,7013104,1,
1,7,715,2,780,70132,1,200,1,192,1,,,701320,2,
1,7,715,2,780,70132,2,3900,1,3239.1,1,,,7013202,2,
1,7,715,2,780,70132,3,400,1,382,1,,,7013203,2,
1,7,715,2,780,70133,1,600,1,963.6,1,,,7013301,1,
1,7,715,2,780,70133,2,2000,1,2109.5,1,,,7013302,1,
1,7,715,2,780,70133,3,250,3,1748.18,1,,,7013303,1,
1,7,715,2,780,70134,1,800,1,768.5,1,,,7013401,1,
1,7,715,2,780,70134,2,4000,1,3811.2,1,,,7013402,1,
1,7,715,2,780,70134,3,2000,1,1918.6,1,,,7013403,1,
1,7,715,2,780,70134,4,4800,1,4372,1,,,7013404,1,
1,7,715,2,780,70134,5,2000,1,2014.2,1,,,7013405,1,
1,7,715,2,780,70134,6,800,1,796.04,1,,,7013406,1,
1,7,715,2,780,70135,1,1200,1,1372.7,1,,,7013501,1,
1,7,715,2,780,70135,2,1400,1,1635,1,,,7013502,1,
1,7,715,2,780,70135,3,600,3,700.1,1,,,7013503,1,
1,7,715,2,780,70136,1,400,1,461.3,1,,,7013601,1,
1,7,715,2,780,70136,2,1600,1,1562.5,1,,,7013602,1,
1,7,715,2,780,70136,3,2000,1,1978.35,1,,,7013603,1,
1,7,715,2,780,70136,4,6300,1,1034.7,1,,,7013604,1,
1,7,715,2,780,70137,1,600,1,6344.44,1,,,7013701,1,
1,7,715,2,780,70137,2,3000,1,3750.2,1,,,7013701,1,
1,7,715,2,780,70138,1,2000,1,3847.1,1,,,7013801,1,
1,7,715,2,780,70138,2,550,1,646.34,1,,,7013802,1,
1,7,715,2,780,70139,1,3600,1,3430.2,1,,,7013901,1,
1,7,715,2,780,70139,2,2800,1,2685.45,1,,,7013902,1,
1,7,715,2,780,70139,3,1600,1,1452.15,1,,,7013903,1,
1,7,715,2,780,70139,4,1200,1,1107.5,1,,,7013904,1,
1,7,715,2,780,70140,1,1200,1,1375.2,1,,,7014001,1,
1,7,715,2,780,70140,2,2400,1,2462.1,1,,,7014002,1,
1,7,715,2,780,70140,3,2800,1,2795.45,1,,,7014003,1,
1,7,715,2,780,70140,4,1200,1,1320.75,1,,,7014004,1,
1,7,715,2,780,70140,5,3600,1,3558.6,1,,,7014005,1,
1,7,715,1,294,70141,1,3200,1,,2,4,,,1,
1,7,715,1,294,70142,1,1000,1,1127.2,1,,,7014201,1,
1,7,715,1,294,70144,1,500,1,621.42,1,,,7014401,1,
1,7,715,1,294,70144,2,300,1,483.72,1,,,7014402,1,
1,7,715,1,294,70147,1,860,1,824.17,1,,,7014701,1,
1,7,715,1,294,70147,2,600,1,647.36,1,,,7014702,1,
1,7,715,1,294,70149,1,2400,1,2232.3,1,,,7014901,1,
1,7,715,1,294,70150,1,300,1,573.7,1,,,7015001,1,
1,7,715,1,294,70150,2,200,1,189.71,1,,,7015002,1,
1,7,713,2,304,70154,1,800,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70154,2,800,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70154,3,400,1,,2,5,"FLODING",,1,
1,7,713,2,304,70155,1,400,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70156,1,1200,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70156,2,800,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70157,1,1200,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70157,2,400,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70157,3,400,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70159,1,800,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70159,2,400,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70159,3,800,1,,2,5,"FLOODING",,1,
1,7,713,2,304,70160,1,350,1,179.79,1,,,7016001,2,3
2,8,821,1,1448,80011,1,10,5,,2,5,"INSURGENCY",,1,
2,8,821,1,1448,80011,2,10,5,,2,5,"INSURGENCY",,1,
2,8,821,1,1448,80011,3,10,5,,2,5,"INSURGENCY",,1,
2,8,812,2,866,80081,1,2,5,3613.08,1,,,8008101,1,
2,8,812,2,866,80081,2,2,5,3859.07,1,,,8008102,1,
2,8,812,2,866,80081,3,2,5,4469,1,,,8008103,1,
2,8,812,2,866,80081,4,2,5,4512.6,1,,,8008104,1,
2,8,812,2,866,80081,5,2,5,3948.08,1,,,8008105,1,
2,8,812,2,866,80082,1,460,3,4469,1,,,8008201,1,
2,8,812,2,866,80082,2,6699,2,3696,1,,,8008202,1,
2,8,812,2,866,80082,3,4058,3,3589,1,,,8008203,1,
2,8,812,2,866,80083,1,3.48,5,8042.35,1,,,8008301,1,
2,8,812,2,866,80083,2,2.55,5,985.49,1,,,8008302,1,
2,8,812,2,866,80084,1,4,5,8162.15,1,,,8008401,1,
2,8,812,2,866,80085,1,1,5,3964.09,1,,,8008501,1,
2,8,812,2,866,80085,2,3,5,6241.06,1,,,8008502,1,
2,8,812,2,866,80085,3,3,5,5678.03,1,,,8008503,1,
2,8,812,2,866,80085,4,2,5,4814.01,1,,,8008504,1,
2,8,812,2,866,80086,1,1,5,5694.5,1,,,8008601,1,2
2,8,812,2,866,80086,2,4,5,1768.07,1,,,8008602,1,2
2,8,812,2,866,80086,3,1,5,5792.5,1,,,8008603,1,2
2,8,812,2,866,80087,1,3800,3,3854,1,,,8008701,1,
2,8,812,2,866,80087,2,3690,2,4856,1,,,8008702,1,
2,8,812,2,866,80088,1,2,5,4569.48,1,,,8008801,1,
2,8,812,2,866,80088,2,3,5,6473.21,1,,,8008802,1,
2,8,812,2,866,80089,1,3,5,9056.02,1,,,8008902,1,
2,8,812,2,866,80089,2,5,5,7699.1,1,,,8008902,1,
2,8,812,2,866,80089,3,2,5,5642,1,,,8008902,1,
2,8,812,2,866,80090,1,4860,3,4410,1,,,8009001,1,
2,8,827,2,804,80101,1,6,5,9553,1,,,8010101,1,
2,8,827,2,804,80101,2,5,5,8790,1,,,8010102,2,
2,8,827,2,804,80102,1,6,5,7854,1,,,8010201,1,
2,8,827,2,804,80102,2,6,5,5632,1,,,8010202,1,
2,8,827,2,804,80102,3,6,5,4322,1,,,8010203,1,
2,8,827,2,804,80103,1,8,5,9650,1,,,8010301,1,
2,8,827,2,804,80103,2,7,5,4560,1,,,8010302,1,
2,8,827,2,804,80104,1,10.1,5,9857.55,1,,,8010401,1,
2,8,827,2,804,80105,1,3.55,5,3340.01,1,,,8010501,1,
2,8,827,2,804,80105,2,2.56,5,2654.03,1,,,8010502,1,
2,8,827,2,804,80106,1,5,5,9748.05,1,,,8010601,1,
2,8,827,2,804,80107,1,2,5,4397.04,1,,,8010701,1,
2,8,827,2,804,80107,2,6,5,24595,1,,,8010702,1,
2,8,827,2,804,80107,3,7,5,69740,1,,,8010703,1,
2,8,827,2,804,80108,1,5.05,5,3892,1,,,8010801,1,
2,8,827,2,804,80108,2,3.15,5,3484.1,1,,,8010802,1,
2,8,827,2,804,80108,3,3.1,5,2465,1,,,8010803,1,
2,8,827,2,804,80109,1,3,5,6866.08,1,,,8010901,1,
2,8,827,2,804,80109,2,4,5,8948,1,,,8010902,1,
2,8,827,2,804,80110,1,3,5,6688.08,1,,,8011001,1,
2,8,827,2,804,80110,2,4,5,9844,1,,,8011002,1,
2,8,820,2,1030,80141,1,6,5,2218,1,,,8000101,1,
2,8,820,2,1030,80141,2,7,5,2269.06,1,,,8000102,1,
2,8,820,2,1030,80141,3,8,5,2369.06,1,,,8000103,1,2
2,8,820,2,1030,80142,1,7,5,3042.06,1,,,800301,1,
2,8,820,2,1030,80142,2,6,5,2061.05,1,,,800302,1,
2,8,820,2,1030,80142,3,6,5,3617.04,1,,,800303,1,
2,8,820,2,1030,80143,1,4,5,2632.08,1,,,8000501,1,
2,8,820,2,1030,80143,2,1,5,6321.03,1,,,8000502,1,
2,8,820,2,1030,80143,3,7,5,3641.05,1,,,8000503,1,
2,8,820,2,1030,80144,1,70,5,4255.04,1,,,8000701,1,
2,8,820,2,1030,80144,2,2,5,1631.04,1,,,8000702,1,
2,8,820,2,1030,80145,1,4,5,2254.8,1,,,8000901,1,
2,8,820,2,1030,80145,2,6,5,5374.03,1,,,800090,1,
2,8,820,2,1030,80145,3,3,5,2050.04,1,,,8000903,1,
2,8,820,2,1030,80146,1,4,5,1826,1,,,8001101,2,
2,8,820,2,1030,80146,2,2,5,928,1,,,8001102,2,
2,8,820,2,1030,80147,1,1,5,8457.03,1,,,8001302,1,
2,8,820,2,1030,80147,2,7,5,4532.01,1,,,8001302,1,
2,8,820,2,1030,80147,3,8,5,5222.02,1,,,8001303,1,
2,8,820,2,1030,80148,1,8,5,3762.07,1,,,8001501,1,
2,8,820,2,1030,80148,2,4,5,3279.1,1,,,8001502,1,
2,8,820,2,1030,80149,1,1,5,6253,1,,,8001701,1,
2,8,820,2,1030,80149,2,10,5,5343.01,1,,,8001702,1,
2,8,820,2,1030,80149,3,10,5,7204.03,1,,,8001703,1,
2,8,820,2,1030,80150,1,6,5,1433.01,1,,,8001901,1,
2,8,824,2,768,80155,1,8,5,5428.05,1,,,8000801,1,
2,8,824,2,768,80155,2,8,5,4823.03,1,,,8000802,1,
2,8,824,2,768,80156,1,7,5,6203.09,1,,,8001801,1,
2,8,824,2,768,80156,2,4,5,5401.03,1,,,8001802,1,
2,8,824,2,768,80159,1,14,5,1817.02,1,,,8014001,1,
2,8,824,2,768,80160,1,3,5,2322.01,1,,,8016001,3,4
2,8,815,2,362,80201,1,10,5,6784.07,1,,,8020101,1,
2,8,815,2,362,80202,1,7,5,5469,1,,,8020201,1,
2,8,815,2,362,80203,1,6,5,1618.01,1,,,8020301,1,
2,8,815,2,362,80204,1,18,5,2728.04,1,,,8020401,1,
2,8,815,2,362,80207,1,6,5,1666.01,1,,,8020701,1,
2,8,815,2,362,80208,1,7,5,3762.01,1,,,8020801,1,
2,8,815,2,362,80208,2,6,5,4634.02,1,,,8020802,1,
2,8,815,2,362,80210,1,5,5,4132,1,,,8001001,2,
2,8,815,2,362,80210,2,6,5,3375.01,1,,,8001002,2,
5,9,908,1,278,90004,1,2000,3,1161.6,1,,,9000401,2,1
5,3,312,2,0,90007,1,1012,3,,2,1,,,1,
5,3,312,2,0,90007,2,918,3,,2,1,,,1,
5,3,312,2,0,90007,3,1002,3,,2,1,,,1,
5,3,312,2,0,90007,4,720,3,,2,1,,,1,
5,3,312,2,0,90007,5,570,3,,2,1,,,1,
5,3,312,2,0,90007,6,1020,3,,2,1,,,1,
5,3,312,2,0,90007,7,240,3,,2,1,,,1,
5,9,908,1,278,90009,1,150,3,,2,1,,,1,2
5,9,903,2,48,90011,1,120,3,699.44,1,,,9001101,1,2
5,9,903,2,48,90011,2,200,3,,2,1,,,1,
5,9,903,2,48,90014,1,4,5,2656.4,1,,,9001401,1,
5,9,903,2,48,90014,2,1.3,6,9338.3,1,,,9001402,1,
5,9,903,2,48,90016,1,2500,3,,2,1,,,1,2
5,9,903,2,48,90016,2,317,3,8510.41,1,,,9001602,1,
5,9,903,2,48,90018,1,150,3,29487,1,,,9001801,1,
5,9,903,2,48,90018,2,300,3,,2,1,,,1,
5,9,903,2,48,90018,3,800,3,,2,1,,,1,
5,9,903,2,48,90020,1,80,3,699.61,1,,,9002001,1,2
5,9,903,2,48,90020,2,300,3,1754,1,,,9002002,1,2
5,9,915,1,1390,90022,1,5,5,,2,1,,,1,8
5,9,915,1,1390,90022,2,2.5,5,,2,1,,,1,8
5,9,915,1,1390,90025,1,2800,3,,2,1,,,1,2
5,9,915,1,1390,90025,2,1500,3,,2,1,,,1,2
5,9,915,1,1390,90025,3,50,3,,2,1,,,5,
5,9,915,1,1390,90025,4,3000,3,,2,1,,,3,
5,9,915,1,1390,90026,1,120,3,,2,1,,,2,
5,9,915,1,1390,90027,1,3800,3,,2,1,,,1,
5,9,915,1,1390,90027,2,2650,3,,2,1,,,1,
5,9,915,1,1390,90029,1,0.21,5,693.41,1,,,9002901,1,
5,9,917,1,1254,90031,1,2,5,,2,1,,,2,
5,9,917,1,1254,90032,1,120,2,,2,1,,,1,
5,9,917,1,1254,90032,2,120,2,,2,2,,,1,
5,9,917,1,1254,90033,1,630,1,,2,1,,,1,
5,9,917,1,1254,90033,2,200,3,,2,1,,,1,
5,9,917,1,1254,90033,3,300,1,,2,1,,,1,
5,9,917,1,1254,90033,4,500,1,,2,1,,,1,
5,9,917,1,1254,90033,5,2,4,,2,1,,,1,
5,9,917,1,1254,90035,1,576,1,,2,1,,,1,2
5,9,917,1,1254,90035,2,1058,1,,2,1,,,2,1
5,9,917,1,1254,90035,3,1311,1,,2,1,,,2,1
5,9,917,1,1254,90036,1,2000,1,,2,1,,,2,1
5,9,917,1,1254,90036,2,1800,1,,2,1,,,2,1
5,9,917,1,1254,90036,3,1700,1,,2,1,,,6,
5,9,917,1,1254,90036,4,1600,1,,2,1,,,1,
5,9,917,1,1254,90036,5,3000,1,,2,1,,,2,
5,9,917,1,1254,90036,6,3500,1,,2,1,,,2,
5,9,917,1,1254,90036,7,4000,1,,2,1,,,2,
5,9,917,1,1254,90036,8,2700,1,,2,1,,,2,
5,9,917,1,1254,90036,9,2800,1,,2,1,,,2,
5,9,917,1,1254,90036,10,1000,1,,2,1,,,2,
5,9,917,1,1254,90037,1,2250,1,,2,1,,,1,2
5,9,917,1,1254,90037,2,3,5,,2,1,,,1,2
5,9,917,1,1254,90037,3,1,5,,2,1,,,1,2
5,9,917,1,1254,90038,1,1088,1,1716.3,1,,,9003801,3,
5,9,917,1,1254,90038,2,1368,1,,2,1,,,3,
5,9,917,1,1254,90038,3,680,1,,2,1,,,3,
5,9,917,1,1254,90040,1,1000,1,,2,1,,,1,
5,9,901,2,398,90041,1,200,1,,2,1,,,3,1
5,9,901,2,398,90041,2,150,1,,2,1,,,3,1
5,9,901,2,398,90043,1,500,1,,2,1,,,1,
5,9,901,2,398,90043,2,2,5,,2,1,,,1,
5,9,901,2,398,90043,3,2,5,,2,1,,,1,
5,9,901,2,398,90044,1,600,1,,2,1,,,1,2
5,9,901,2,398,90044,2,1000,1,,2,1,,,2,
5,9,901,2,398,90045,1,1000,1,,2,1,,,1,
5,9,901,2,398,90045,2,2000,1,,2,1,,,1,
5,9,901,2,398,90046,1,100,1,,2,1,,,1,
5,9,901,2,398,90047,1,1,6,,2,1,,,1,
5,9,901,2,398,90047,2,1500,1,,2,1,,,1,
5,9,901,2,398,90048,1,250,1,572.23,1,,,9004801,2,
5,9,901,2,398,90048,2,300,1,,2,1,,,2,
5,9,910,2,200,90051,1,100,1,,2,1,,,1,
5,9,910,2,200,90051,2,2500,3,,2,1,,,1,
5,9,910,2,200,90052,1,2,5,,2,1,,,1,
5,9,910,2,200,90052,2,300,5,,2,1,,,1,
5,9,910,2,200,90054,1,1848,3,,2,4,,,1,
5,9,910,2,200,90055,1,2000,1,,2,1,,,1,
5,9,910,2,200,90056,1,3000,3,,2,1,,,1,
5,9,910,2,200,90057,1,2,5,,2,1,,,1,
5,9,910,2,200,90057,2,3000,1,10291,1,,,9005702,1,
5,9,910,2,200,90057,3,2500,1,2975.7,1,,,9005703,1,
5,9,912,2,0,90058,1,1000,1,,2,1,,,1,
5,9,912,2,0,90058,2,100,3,,2,1,,,1,
5,9,910,2,200,90059,1,250,1,,2,1,,,1,2
5,9,910,2,200,90059,2,1200,1,,2,1,,,1,2
5,9,910,2,200,90059,3,1600,1,,2,1,,,1,2
5,9,910,2,200,90060,1,600,1,,2,1,,,1,
5,9,907,2,1446,90062,1,1,4,836.4,1,,,9006201,1,
5,9,907,2,1446,90062,2,2,4,,2,1,,,1,
5,9,907,2,1446,90062,3,3,4,,2,1,,,1,
5,9,907,2,1446,90063,1,3000,1,,2,1,,,1,
5,9,907,2,1446,90064,1,200,1,,2,1,,,3,
5,9,907,2,1446,90064,2,1500,1,,2,1,,,3,
5,9,907,2,1446,90064,3,12,5,,2,1,,,3,
5,9,907,2,1446,90064,4,2,5,,2,1,,,3,
5,9,907,2,1446,90064,5,300,1,,2,1,,,2,
5,9,907,2,1446,90065,1,2500,1,,2,1,,,1,2
5,9,907,2,1446,90065,2,1000,1,1210.5,1,,,9006502,1,2
5,9,907,2,1446,90065,3,200,3,976.99,1,,,9006503,1,2
5,9,907,2,1446,90066,1,2000,1,,2,1,,,1,
5,9,907,2,1446,90066,2,1.1,5,,2,1,,,1,
5,9,907,2,1446,90066,3,2,6,,2,1,,,1,
5,9,907,2,1446,90067,1,6000,1,,2,1,,,1,
5,9,907,2,1446,90067,2,5,6,,2,1,,,1,
5,9,907,2,1446,90069,1,1000,1,,2,1,,,1,
5,9,907,2,1446,90069,2,200,1,,2,1,,,1,
5,9,907,2,1446,90069,3,700,2,,2,1,,,1,
5,9,907,2,0,90070,1,300,3,,2,1,,,1,
5,9,907,2,0,90070,2,160,3,,2,1,,,1,
5,9,907,2,0,90070,3,1000,3,,2,1,,,1,
5,9,912,2,102,90071,1,400,1,,2,1,,,1,5
5,9,912,2,102,90071,2,2500,1,,2,1,,,1,5
5,9,912,2,102,90072,1,2000,1,,2,1,,,1,
5,9,912,2,102,90072,2,4000,1,,2,1,,,1,
5,9,912,2,102,90072,3,3,5,,2,1,,,1,
5,9,912,2,102,90074,1,2000,1,,2,4,,,1,9
5,9,912,2,102,90074,2,1000,1,,2,1,,,9,1
5,9,912,2,102,90074,3,500,1,1244.45,1,,,9007403,1,9
5,9,912,2,102,90075,1,200,1,,2,1,,,1,
5,9,912,2,102,90075,2,300,1,,2,1,,,1,
5,9,912,2,102,90075,3,1,5,,2,1,,,1,
5,9,912,2,102,90076,1,1000,1,1109.7,1,,,9007601,1,
5,9,912,2,102,90076,2,1,6,,2,1,,,1,
5,9,912,2,102,90076,3,5,5,,2,1,,,1,
5,9,912,2,102,90076,4,2000,1,,2,1,,,1,
5,9,912,2,102,90078,1,400,1,,2,1,,,1,2
5,9,912,2,102,90078,2,600,1,,2,1,,,1,2
5,9,912,2,102,90078,3,400,1,1997.6,1,,,9007803,1,2
5,9,912,2,102,90079,1,500,2,,2,1,,,4,
5,9,912,2,102,90079,2,1500,1,,2,1,,,4,
5,9,912,2,102,90079,3,2000,1,,2,1,,,4,
5,9,912,2,102,90079,4,4,4,,2,1,,,4,
5,9,912,2,102,90079,5,700,1,,2,1,,,4,
5,9,912,2,102,90080,1,352,1,1573.9,1,,,9008001,1,
5,9,916,2,1068,90081,1,1200,1,,2,1,,,1,
5,9,916,2,1068,90082,1,1500,1,,2,1,,,1,
5,9,916,2,1068,90082,2,2000,1,,2,1,,,1,
5,9,916,2,1068,90083,1,1000,1,,2,1,,,1,
5,9,916,2,1068,90083,2,3000,1,,2,1,,,1,
5,9,916,2,1068,90084,1,3000,1,,2,1,,,1,
5,9,916,2,1068,90084,2,4000,1,,2,1,,,1,
5,9,916,2,1068,90085,1,500,1,,2,1,,,1,
5,9,916,2,1068,90085,2,300,1,,2,1,,,2,
5,9,916,2,1068,90086,1,500,1,,2,1,,,1,2
5,9,916,2,1068,90086,2,2500,1,,2,1,,,1,2
5,9,916,2,1068,90087,1,5,6,,2,1,,,1,2
5,9,916,2,1068,90087,2,3,6,,2,1,,,2,1
5,9,916,2,1068,90088,1,150,1,,2,1,,,1,
5,9,916,2,1068,90089,1,360,3,732.1,1,,,9008901,1,2
5,9,916,2,1068,90089,2,450,1,,2,1,,,1,2
5,9,916,2,1068,90090,1,500,1,,2,1,,,2,
5,9,916,2,1068,90090,2,300,1,,2,1,,,8,
5,9,918,2,834,90091,1,300,2,2292.6,1,,,9009101,1,
5,9,918,2,834,90091,2,50,1,,2,1,,,1,
