"zone","state","lga","sector","ea","hhid","s9q29a","s9q29b","s9q29c","s9q30a","s9q30b","s9q30c"
4,16,1609,2,738,160172,91,93,,,,
4,16,1608,2,1104,160173,,,,75,72,
4,16,1612,2,108,160174,12,71,73,,,
4,16,1612,2,108,160175,12,71,73,,,
4,16,1603,2,158,160176,71,73,131,,,
4,16,1603,2,158,160178,,,,71,61,81
4,16,1603,2,158,160179,121,123,132,,,
4,16,1603,2,158,160180,,,,71,101,
4,16,1612,2,108,160181,,,,62,71,73
4,16,1612,2,108,160182,12,13,62,,,
4,16,1612,2,108,160183,62,92,123,,,
4,16,1603,2,158,160184,71,72,73,,,
4,16,1603,2,158,160185,64,72,61,,,
4,16,1612,2,108,160186,,,,71,73,
4,16,1612,2,108,160188,71,72,75,,,
4,16,1612,2,108,160189,,,,71,72,75
4,16,1612,2,108,160190,63,71,75,,,
3,17,1706,2,284,170001,,,,,,
3,17,1706,2,284,170002,81,61,,,,
3,17,1706,2,284,170003,61,71,81,,,
3,17,1706,2,284,170004,,,,64,31,71
3,17,1706,2,284,170005,61,81,,,,
3,17,1706,2,284,170006,,,,83,72,61
3,17,1706,2,284,170007,61,71,92,,,
3,17,1706,2,284,170008,61,31,71,,,
3,17,1706,2,284,170009,61,81,72,,,
3,17,1706,2,284,170010,11,62,81,,,
3,17,1719,2,1354,170011,71,73,,,,
3,17,1719,2,1354,170012,61,83,,,,
3,17,1719,2,1354,170013,61,71,81,,,
3,17,1719,2,1354,170014,,,,71,64,
3,17,1719,2,1354,170015,61,83,,,,
3,17,1719,2,1354,170016,,,,71,75,73
3,17,1719,2,1354,170017,,,,71,81,111
3,17,1719,2,1354,170018,71,63,33,,,
3,17,1719,2,1354,170019,71,72,73,,,
3,17,1719,2,1354,170020,61,71,82,,,
3,17,1704,2,1080,170021,,,,71,83,
3,17,1704,2,1080,170022,71,82,61,,,
3,17,1704,2,1080,170023,64,31,81,,,
3,17,1704,2,1080,170024,71,83,,,,
3,17,1704,2,0,170025,61,71,81,,,
3,17,1704,2,1080,170026,12,74,71,,,
3,17,1704,2,1080,170027,71,81,61,,,
3,17,1704,2,1080,170028,12,111,,,,
3,17,1704,2,1080,170029,12,71,83,,,
3,17,1704,2,1080,170030,71,61,81,,,
3,17,1704,1,2074,170031,61,72,81,,,
3,17,1704,1,2074,170032,71,73,,,,
3,17,1704,1,2074,170033,64,73,81,,,
3,17,1704,1,0,170034,63,74,101,,,
3,17,1704,1,2074,170035,72,73,,,,
4,11,1101,1,0,170036,132,131,92,,,
1,23,2306,1,0,170037,72,73,74,,,
3,17,1704,1,2074,170038,61,21,71,,,
3,17,1704,1,2074,170039,73,81,,,,
3,17,1704,1,2074,170040,71,82,72,,,
3,17,1722,2,96,170041,71,73,,,,
3,17,1722,2,96,170042,,,,11,61,71
3,17,1722,2,96,170043,63,71,72,,,
3,17,1722,2,96,170044,61,71,92,,,
3,17,1722,2,96,170045,61,71,81,,,
3,17,1722,2,96,170046,,,,11,62,71
3,17,1722,2,96,170047,61,71,82,,,
3,17,1722,2,96,170048,61,71,73,,,
3,17,1722,2,96,170049,61,81,72,,,
3,17,1722,2,96,170050,,,,61,64,71
3,17,1715,2,2244,170051,11,71,83,,,
3,17,1715,2,2244,170052,11,83,,,,
3,17,1715,2,2244,170053,61,81,111,,,
3,17,1715,2,2244,170054,71,81,92,,,
3,17,1715,2,2244,170055,71,81,61,,,
3,17,1715,2,2244,170056,71,73,74,,,
3,17,1715,2,2244,170057,71,73,61,,,
3,17,1715,2,2244,170058,,,,12,71,
3,17,1715,2,2244,170059,61,71,82,,,
3,17,1715,2,2244,170060,71,72,,,,
3,17,1710,2,546,170061,61,71,82,,,
3,17,1710,2,546,170062,61,72,71,,,
3,17,1710,2,546,170063,71,73,,,,
3,17,1710,2,546,170064,72,73,,,,
3,17,1710,2,546,170065,61,71,81,,,
3,17,1710,2,546,170066,61,62,71,,,
3,17,1710,2,546,170067,61,71,82,,,
3,17,1710,2,546,170068,12,62,81,,,
3,17,1710,2,546,170069,71,61,,,,
3,17,1710,2,546,170070,83,12,,,,
3,17,1713,1,226,170071,71,83,,,,
3,17,1713,1,226,170072,63,64,81,,,
3,17,1713,1,226,170073,72,82,92,,,
3,17,1713,1,226,170074,63,13,81,,,
3,17,1713,1,226,170075,83,71,,,,
3,17,1713,1,226,170076,74,73,72,,,
3,17,1713,1,226,170077,72,71,,,,
3,17,1713,1,226,170078,,,,71,92,
3,17,1713,1,226,170079,62,72,93,,,
3,17,1716,2,1452,170081,72,61,101,,,
3,17,1716,2,1452,170082,,,,11,61,71
3,17,1716,2,1452,170083,,,,71,64,
3,17,1716,2,1452,170084,,,,11,62,71
3,17,1716,2,1452,170085,61,71,82,,,
3,17,1716,2,1452,170086,12,71,83,,,
3,17,1716,2,1452,170087,61,71,101,,,
3,17,1716,2,1452,170088,72,73,,,,
3,17,1716,2,1452,170089,71,61,81,,,
3,17,1716,2,1452,170090,71,75,,,,
3,17,1702,2,510,170091,61,72,92,,,
3,17,1702,2,510,170092,13,71,83,,,
3,17,1702,2,510,170093,63,81,83,,,
3,17,1702,2,510,170094,71,83,73,,,
3,17,1702,2,510,170095,12,71,,,,
3,17,1702,2,510,170096,61,72,81,,,
3,17,1702,2,510,170097,62,71,83,,,
3,17,1702,2,510,170098,71,72,,,,
3,17,1702,2,510,170099,72,73,64,,,
3,17,1702,2,510,170100,61,72,81,,,
3,17,1727,2,634,170101,71,61,82,,,
3,17,1727,2,634,170102,61,71,82,,,
3,17,1727,2,634,170103,71,61,83,,,
3,17,1727,2,634,170104,12,71,,,,
3,17,1727,2,634,170105,61,72,82,,,
3,17,1727,2,634,170106,11,71,,,,
3,17,1727,2,634,170107,71,73,,,,
3,17,1727,2,634,170108,,,,73,72,
3,17,1727,2,634,170109,61,72,91,,,
3,17,1727,2,634,170110,,,,,,
3,17,1712,2,794,170111,13,72,,,,
3,17,1712,2,794,170112,61,72,81,,,
3,17,1712,2,794,170113,61,71,82,,,
3,17,1712,2,794,170114,111,92,63,,,
3,17,1712,2,794,170115,72,73,,,,
3,17,1712,2,794,170116,,,,12,71,
3,17,1712,2,794,170117,61,72,111,,,
3,17,1712,2,794,170118,,,,64,81,71
3,17,1712,2,794,170119,71,73,,,,
3,17,1712,2,794,170120,72,73,,,,
3,17,1724,2,786,170121,83,71,61,,,
3,17,1724,2,786,170122,61,71,81,,,
3,17,1724,2,786,170123,71,81,,,,
3,17,1724,2,786,170124,61,71,82,,,
3,17,1724,2,786,170125,71,72,73,,,
3,17,1724,2,786,170126,71,31,,,,
3,17,1724,2,786,170127,71,72,74,,,
3,17,1724,2,786,170128,81,71,64,,,
3,17,1724,2,786,170129,11,71,,,,
3,17,1724,2,786,170130,61,71,81,,,
3,18,1804,1,2690,180001,,,,71,72,
3,18,1804,1,2690,180002,71,101,111,,,
3,18,1804,1,2690,180003,72,13,63,,,
3,18,1804,1,2690,180004,,,,75,72,
3,18,1804,1,2690,180005,71,72,,,,
3,18,1804,1,2690,180006,42,62,72,,,
3,18,1804,1,2690,180007,71,92,,,,
3,18,1804,1,2690,180008,92,91,93,,,
3,18,1804,1,0,180009,71,72,83,,,
3,18,1809,1,1272,180011,71,101,83,,,
3,18,1809,1,1272,180012,71,73,,,,
3,18,1809,1,1272,180013,23,72,,,,
3,18,1809,1,1272,180014,23,71,,,,
3,18,1809,1,1272,180015,62,23,,,,
3,18,1809,1,1272,180017,71,83,,,,
3,18,1809,1,1272,180018,12,72,74,,,
3,18,1809,1,1272,180019,71,72,73,,,
3,18,1809,1,1272,180020,74,72,71,,,
3,18,1823,1,1822,180021,63,101,,,,
3,18,1823,1,1822,180022,63,,,,,
3,18,1823,1,1822,180023,72,13,,,,
3,18,1823,1,1822,180024,71,72,91,,,
3,18,1823,1,1822,180026,81,72,92,,,
3,18,1823,1,1822,180027,83,82,,,,
3,18,1823,1,1822,180028,72,71,111,,,
3,18,1823,1,1822,180029,71,72,73,,,
3,18,1823,1,1822,180030,71,83,,,,
3,18,1803,2,840,180031,82,83,,,,
3,18,1803,2,840,180032,13,61,73,,,
3,18,1803,2,840,180033,71,72,73,,,
3,18,1803,2,840,180034,71,75,83,,,
3,18,1803,2,840,180035,71,73,,,,
3,18,1803,2,840,180036,,,,71,73,72
3,18,1803,2,840,180037,43,73,71,,,
3,18,1803,2,840,180038,61,71,72,,,
3,18,1803,2,840,180039,,,,72,73,71
3,18,1803,2,0,180040,81,83,71,,,
3,18,1816,1,378,180041,63,92,,,,
3,18,1816,1,378,180042,101,61,63,,,
3,18,1816,1,378,180043,101,,,,,
3,18,1816,1,378,180044,71,74,72,,,
3,18,1816,1,378,180045,63,,,,,
3,18,1816,1,378,180046,111,114,81,,,
3,18,1816,1,378,180047,101,83,72,,,
3,18,1816,1,378,180049,13,71,74,,,
3,18,1816,1,378,180050,72,71,,,,
3,18,1805,2,534,180051,83,81,101,,,
3,18,1805,2,534,180052,61,71,83,,,
3,18,1805,2,534,180053,71,73,74,,,
3,18,1805,2,534,180054,71,83,101,,,
3,18,1805,2,534,180055,,,,71,,
3,18,1805,2,534,180056,73,71,61,,,
3,18,1805,2,534,180057,11,13,,,,
3,18,1805,2,534,180058,71,,,,,
3,18,1805,2,534,180059,,,,72,73,74
3,18,1805,2,534,180060,,,,71,72,73
3,18,1817,2,370,180061,72,63,71,,,
3,18,1817,2,370,180062,72,33,,,,
3,18,1817,2,370,180063,83,101,,,,
3,18,1817,2,370,180064,72,71,12,,,
3,18,1817,2,370,180065,63,71,72,,,
3,18,1817,2,370,180066,,,,,,
3,18,1817,2,370,180067,102,101,,,,
3,18,1817,2,370,180068,71,81,72,,,
3,18,1817,2,370,180069,72,43,,,,
3,18,1817,2,370,180070,83,12,,,,
3,18,1808,2,1726,180071,71,72,,,,
3,18,1808,2,1726,180072,,,,72,74,75
3,18,1808,2,1726,180073,61,72,71,,,
3,18,1808,2,1726,180074,,,,71,75,
3,18,1808,2,1726,180075,71,81,,,,
3,18,1808,2,1726,180076,,,,,,
3,18,1808,2,1726,180077,72,71,74,,,
3,18,1808,2,1726,180078,101,83,,,,
3,18,1808,2,1726,180079,72,71,73,,,
3,18,1808,2,1726,180080,13,73,74,,,
3,18,1811,2,364,180081,82,,,,,
3,18,1811,2,364,180082,61,101,82,,,
3,18,1811,2,364,180083,63,101,61,,,
3,18,1811,2,364,180084,31,32,72,,,
3,18,1811,2,364,180085,71,61,63,,,
3,18,1811,2,364,180086,13,61,72,,,
3,18,1811,2,364,180087,71,61,31,,,
3,18,1811,2,364,180088,61,63,64,,,
3,18,1811,2,364,180089,83,32,,,,
3,18,1811,2,364,180090,23,61,72,,,
3,18,1820,2,450,180091,,,,72,71,61
3,18,1820,2,450,180092,72,71,83,,,
3,18,1820,2,450,180093,,,,71,,
3,18,1820,2,450,180094,,,,,,
3,18,1820,2,450,180095,,,,61,63,64
3,18,1820,2,450,180096,,,,111,,
3,18,1820,2,450,180097,62,71,33,,,
3,18,1820,2,450,180098,71,61,111,,,
3,18,1820,2,450,180099,61,64,,,,
3,18,1820,2,450,180100,61,62,102,,,
3,18,1822,2,1654,180101,13,42,64,,,
3,18,1822,2,1654,180102,63,,,,,
3,18,1822,2,1654,180103,82,71,72,,,
3,18,1822,2,1654,180104,71,72,81,,,
3,18,1822,2,1654,180105,13,73,42,,,
3,18,1822,2,1654,180106,63,72,73,,,
3,18,1817,2,0,180107,71,81,72,,,
3,18,1822,2,1654,180108,73,63,,,,
3,18,1822,2,1654,180109,71,62,,,,
3,18,1817,2,0,180110,63,72,83,,,
3,18,1814,2,678,180111,,,,101,102,72
3,18,1814,2,678,180112,72,73,,,,
3,18,1814,2,678,180113,,,,101,,
3,18,1814,2,678,180117,23,61,,,,
3,18,1814,2,0,180118,,,,101,102,73
3,18,1814,2,0,180120,101,102,,,,
3,19,1925,2,3394,190001,83,72,73,,,
3,19,1925,2,3394,190003,12,41,71,,,
3,19,1925,2,3394,190005,31,33,,,,
3,19,1925,2,3394,190006,71,63,131,,,
3,19,1925,2,3394,190007,11,72,101,,,
3,19,1925,2,3394,190008,71,72,92,,,
3,19,1925,2,3394,190009,11,74,92,,,
3,19,1925,2,3394,190010,,,,,,
3,19,1921,1,842,190011,83,,,,,
3,19,1921,1,842,190012,83,71,,,,
3,19,1921,1,842,190013,,,,,,
3,19,1921,1,842,190014,63,71,81,,,
3,19,1925,2,0,190015,72,71,62,,,
3,19,1925,2,0,190016,71,81,83,,,
3,19,1921,1,842,190017,11,72,,,,
3,19,1921,1,842,190018,11,71,61,,,
3,19,1921,1,842,190019,11,12,13,,,
3,19,1921,1,842,190020,,,,71,72,73
3,19,1943,2,668,190021,83,,,,,
3,19,1943,2,668,190022,83,,,,,
3,19,1943,2,668,190023,81,71,,,,
3,19,1943,2,668,190024,71,72,83,,,
3,19,1943,2,668,190025,81,61,,,,
3,19,1943,2,668,190026,11,33,61,,,
3,19,1943,2,668,190027,71,72,73,,,
3,19,1943,2,668,190029,71,72,83,,,
3,19,1943,2,668,190030,,,,71,91,
3,19,1916,2,1516,190031,61,62,63,,,
3,19,1916,2,1516,190032,81,11,82,,,
3,19,1916,2,1516,190033,71,81,83,,,
3,19,1916,2,1516,190034,83,,,,,
3,19,1916,2,1516,190035,83,,,,,
3,19,1916,2,1516,190036,83,,,,,
3,19,1916,2,1516,190037,63,71,72,,,
3,19,1916,2,1516,190038,71,72,33,,,
3,19,1916,2,1516,190039,81,71,62,,,
3,19,1916,2,1516,190040,61,81,,,,
3,19,1901,2,640,190041,61,83,,,,
3,19,1901,2,640,190042,83,81,71,,,
3,19,1901,2,640,190043,83,,,,,
3,19,1901,2,640,190044,61,81,,,,
3,19,1901,2,640,190045,61,81,,,,
3,19,1901,2,640,190046,63,71,83,,,
3,19,1901,2,640,190047,83,,,,,
3,19,1901,2,640,190048,81,82,83,,,
3,19,1901,2,640,190049,83,,,,,
3,19,1901,2,640,190050,,,,71,72,
3,19,1937,2,432,190051,11,81,71,,,
3,36,3611,2,0,190052,63,83,,,,
3,19,1937,2,432,190053,64,71,83,,,
3,19,1937,2,432,190054,83,,,,,
3,19,1937,2,432,190055,,,,72,62,31
3,19,1937,2,432,190056,71,72,73,,,
3,19,1937,2,432,190057,,,,11,12,13
3,19,1937,2,432,190058,83,,,,,
3,19,1937,2,432,190059,71,62,,,,
3,19,1937,2,432,190060,71,81,83,,,
3,19,1936,2,1994,190061,71,81,83,,,
3,19,1936,2,1994,190062,,,,71,81,83
2,15,1510,2,0,190063,,,,,,
3,19,1936,2,1994,190064,,,,,,
3,19,1936,2,1994,190065,62,101,,,,
3,19,1936,2,1994,190066,83,102,,,,
3,19,1936,2,1994,190067,83,102,,,,
3,19,1936,2,1994,190068,,,,71,72,13
3,19,1936,2,1994,190069,71,72,74,,,
3,19,1936,2,1994,190070,,,,71,72,101
3,19,1902,2,52,190071,83,72,61,,,
3,19,1902,2,52,190072,,,,,,
3,19,1902,2,52,190073,83,71,61,,,
3,19,1902,2,52,190074,,,,11,12,13
3,19,1902,2,52,190075,,,,11,12,13
3,19,1902,2,52,190076,,,,71,72,
3,19,1902,2,52,190077,,,,71,83,62
3,19,1902,2,52,190078,61,72,,,,
3,19,1902,2,52,190079,61,71,83,,,
3,19,1902,2,52,190080,72,61,,,,
3,19,1914,2,934,190081,71,72,83,,,
3,19,1914,2,934,190082,83,61,62,,,
3,19,1914,2,934,190083,83,75,82,,,
3,19,1914,2,934,190084,71,72,,,,
3,19,1914,2,934,190085,83,63,61,,,
3,19,1914,2,934,190086,61,71,,,,
3,19,1914,2,934,190087,61,81,,,,
3,19,1914,2,934,190088,71,72,83,,,
3,19,1914,2,934,190089,,,,11,12,13
3,19,1914,2,934,190090,71,72,81,,,
3,19,1941,2,518,190091,31,62,83,,,
3,19,1941,2,518,190093,83,72,,,,
3,19,1941,2,518,190094,83,,,,,
3,19,1941,2,518,190095,71,81,83,,,
3,19,1941,2,518,190096,,,,71,72,
3,19,1941,2,518,190097,83,74,41,,,
3,19,1941,2,518,190098,82,72,,,,
3,19,1941,2,518,190099,63,71,81,,,
3,19,1941,2,518,190100,63,81,83,,,
3,19,1925,1,2858,190101,71,73,75,,,
3,19,1925,1,2858,190102,71,111,83,,,
3,19,1925,1,2858,190103,81,82,83,,,
3,19,1925,1,2858,190104,74,71,72,,,
3,19,1925,1,2858,190105,61,81,,,,
3,19,1925,1,2858,190106,81,61,93,,,
3,19,1925,1,2858,190107,81,82,83,,,
3,19,1925,1,2858,190108,,,,71,81,111
3,19,1925,1,2858,190109,72,73,31,,,
3,19,1925,1,2858,190110,61,62,,,,
3,19,1912,1,1510,190111,61,72,83,,,
3,19,1912,1,1510,190112,12,62,83,,,
3,19,1912,1,1510,190113,111,112,83,,,
3,19,1912,1,1510,190114,71,83,111,,,
3,19,1912,1,1510,190115,61,62,63,,,
3,19,1912,1,1510,190116,12,22,62,,,
3,19,1912,1,1510,190117,72,73,102,,,
3,19,1912,1,1510,190118,71,75,111,,,
3,19,1912,1,1510,190119,12,62,91,,,
3,19,1912,1,1510,190120,81,73,72,,,
3,19,1905,2,1290,190121,71,82,111,,,
3,19,1905,2,1290,190122,11,12,13,,,
3,19,1905,2,1290,190123,63,71,,,,
3,19,1905,2,1290,190124,71,92,111,,,
3,19,1905,2,1290,190125,11,13,112,,,
3,19,1905,2,1290,190126,11,62,71,,,
3,19,1905,2,1290,190127,71,75,,,,
3,19,1905,2,1290,190128,83,,,,,
3,19,1905,2,1290,190129,71,72,81,,,
3,19,1905,2,1290,190130,83,111,71,,,
3,19,1910,2,808,190131,71,72,,,,
3,19,1910,2,808,190132,12,62,,,,
3,19,1910,2,808,190133,62,83,102,,,
3,19,1910,2,808,190134,61,71,83,,,
3,19,1910,2,808,190135,,,,71,72,81
3,19,1910,2,808,190136,81,83,111,,,
3,19,1910,2,808,190137,75,73,,,,
3,19,1910,2,808,190138,21,81,83,,,
3,19,1910,2,808,190139,83,,,,,
3,19,1910,2,808,190140,62,83,,,,
3,19,1908,2,284,190141,61,62,63,,,
3,19,1908,2,284,190142,61,71,83,,,
3,19,1908,2,284,190143,62,64,83,,,
3,19,1908,2,284,190144,71,74,111,,,
3,19,1908,2,284,190145,61,71,83,,,
3,19,1908,2,284,190146,81,62,71,,,
3,19,1908,2,284,190147,,,,61,81,111
3,19,1908,2,284,190148,63,81,101,,,
3,19,1908,2,284,190149,62,83,61,,,
3,19,1908,2,284,190150,61,71,83,,,
3,19,1934,2,386,190151,12,61,71,,,
3,19,1934,2,386,190152,11,12,13,,,
3,19,1934,2,386,190153,111,72,,,,
3,19,1934,2,386,190154,101,71,72,,,
3,19,1934,2,386,190155,63,62,72,,,
3,19,1934,2,386,190156,61,64,71,,,
3,19,1934,2,386,190157,92,83,62,,,
3,19,1934,2,386,190158,82,71,83,,,
3,19,1934,2,386,190159,,,,71,111,12
3,19,1934,2,386,190160,12,83,122,,,
3,19,1919,2,366,190161,83,61,111,,,
3,19,1919,2,366,190162,101,72,81,,,
3,19,1919,2,366,190163,12,61,83,,,
3,19,1919,2,366,190164,,,,61,111,71
3,19,1919,2,366,190165,13,63,71,,,
3,19,1919,2,366,190166,,,,71,72,83
3,19,1919,2,366,190167,11,61,71,,,
3,19,1919,2,366,190168,71,111,,,,
3,19,1919,2,366,190169,13,31,71,,,
3,19,1919,2,366,190170,61,71,83,,,
3,19,1928,2,526,190171,11,62,63,,,
3,19,1928,2,526,190172,63,72,81,,,
3,19,1928,2,526,190173,11,32,61,,,
3,19,1928,2,526,190174,11,31,61,,,
3,19,1928,2,526,190175,61,62,63,,,
3,19,1928,2,526,190176,13,71,,,,
3,19,1928,2,526,190177,12,71,61,,,
3,19,1928,2,0,190178,62,83,71,,,
3,19,1928,2,526,190179,11,71,,,,
3,19,1928,2,526,190180,62,71,83,,,
3,19,1932,2,562,190181,83,82,61,,,
3,19,1932,2,562,190182,72,,,,,
3,19,1932,2,562,190183,11,12,13,,,
3,19,1932,2,562,190184,11,62,71,,,
3,19,1932,2,562,190185,61,62,132,,,
3,19,1932,2,562,190186,72,61,,,,
3,19,1932,2,562,190187,61,62,111,,,
3,19,1932,2,562,190188,62,71,83,,,
3,19,1932,2,562,190189,12,13,83,,,
3,19,1932,2,562,190190,13,72,,,,
3,19,1923,2,0,190191,12,32,83,,,
3,19,1923,2,284,190192,12,62,83,,,
3,19,1923,2,284,190193,61,63,62,,,
3,19,1923,2,284,190194,,,,,,
3,19,1923,2,284,190195,83,72,73,,,
3,19,1923,2,284,190196,62,71,81,,,
3,19,1923,2,284,190197,62,71,83,,,
3,19,1923,2,284,190198,62,71,83,,,
3,19,1923,2,284,190199,12,13,11,,,
3,19,1923,2,284,190200,111,72,,,,
3,20,2021,1,3300,200001,31,71,101,,,
3,20,2021,1,3300,200002,13,31,62,,,
3,20,2021,1,3300,200003,13,71,73,,,
3,20,2021,1,3300,200004,12,71,,,,
3,20,2021,1,3300,200005,,,,71,82,101
3,20,2021,1,3300,200006,12,131,,,,
3,20,2021,1,3300,200007,13,71,83,,,
3,20,2021,1,3300,200009,41,131,61,,,
3,20,2021,1,3300,200010,71,72,73,,,
3,20,2018,2,1134,200011,61,62,,,,
3,20,2018,2,1134,200012,61,81,,,,
3,20,2018,2,1134,200013,81,83,,,,
3,20,2018,2,1134,200014,83,81,62,,,
3,20,2018,2,1134,200015,81,62,61,,,
3,20,2018,2,1134,200016,,,,81,71,61
3,20,2018,2,1134,200017,81,71,61,,,
3,20,2018,2,1134,200018,,,,71,72,75
3,20,2018,2,1134,200019,61,63,62,,,
3,20,2018,2,1134,200020,,,,71,81,61
3,20,2005,2,970,200021,71,73,74,,,
3,20,2005,2,970,200022,,,,,,
3,20,2005,2,970,200023,71,72,73,,,
3,20,2005,2,970,200024,81,83,,,,
3,20,2005,2,970,200025,81,83,,,,
3,20,2005,2,970,200026,81,83,,,,
3,20,2005,2,970,200027,81,83,,,,
3,20,2005,2,970,200028,,,,,,
3,20,2005,2,970,200029,101,61,71,,,
3,20,2005,2,970,200030,,,,61,71,101
3,20,2003,2,784,200031,81,83,,,,
3,20,2003,2,784,200032,83,81,,,,
3,20,2003,2,784,200033,71,72,74,,,
3,20,2003,2,784,200034,61,81,82,,,
3,20,2003,2,784,200035,61,101,82,,,
3,20,2003,2,784,200036,,,,81,101,71
3,20,2003,2,784,200037,81,83,,,,
3,20,2003,2,784,200038,,,,71,72,74
3,20,2003,2,784,200039,,,,71,72,73
3,20,2003,2,784,200040,81,83,,,,
3,20,2030,2,1050,200041,71,72,73,,,
3,20,2030,2,1050,200042,61,71,101,,,
3,20,2030,2,1050,200043,,,,71,72,74
3,20,2030,2,1050,200044,81,83,,,,
3,20,2030,2,1050,200045,111,72,73,,,
3,20,2030,2,1050,200046,81,83,,,,
3,20,2030,2,1050,200047,83,81,,,,
3,20,2030,2,1050,200048,71,72,73,,,
3,20,2030,2,1050,200049,,,,61,71,101
3,20,2030,2,1050,200050,,,,61,71,101
3,20,2032,1,1390,200051,,,,12,83,
3,20,2032,1,1390,200052,83,,,,,
3,20,2032,1,1390,200053,83,12,,,,
3,20,2032,1,1390,200055,111,114,71,,,
3,20,2032,1,1390,200056,,,,71,72,75
3,20,2032,1,1390,200057,71,81,101,,,
3,20,2032,1,1390,200058,71,,,,,
3,20,2032,1,1390,200059,71,,,,,
3,20,2032,1,1390,200060,62,71,83,,,
3,20,2032,2,1772,200061,,,,71,72,73
3,20,2032,2,1772,200062,71,72,73,,,
3,20,2032,2,1772,200063,71,72,73,,,
3,20,2032,2,1772,200064,83,81,,,,
3,20,2032,2,1772,200065,83,81,,,,
3,20,2032,2,1772,200066,,,,81,71,101
3,20,2032,2,1772,200067,83,81,,,,
3,20,2032,2,1772,200068,31,61,71,,,
3,20,2032,2,1772,200069,81,71,101,,,
3,20,2032,2,1772,200070,71,81,101,,,
3,20,2015,2,1746,200071,71,72,73,,,
3,20,2015,2,1746,200072,81,83,,,,
3,20,2015,2,1746,200074,,,,71,72,73
3,20,2015,2,1746,200075,,,,101,71,61
3,20,2015,2,1746,200076,71,73,,,,
3,20,2015,2,1746,200077,,,,61,71,101
3,20,2015,2,1746,200078,81,83,,,,
3,20,2015,2,1746,200079,83,81,,,,
3,20,2022,2,1130,200081,,,,61,71,101
3,20,2022,2,1130,200082,,,,61,71,101
3,20,2022,2,1130,200083,,,,61,71,101
3,20,2022,2,1130,200084,81,83,,,,
3,20,2022,2,1130,200085,81,83,,,,
3,20,2022,2,1130,200086,71,72,73,,,
3,20,2022,2,1130,200087,71,72,73,,,
3,20,2022,2,1130,200088,71,72,73,,,
3,20,2022,2,1130,200089,71,61,114,,,
3,20,2022,2,1130,200090,81,83,,,,
3,20,2001,2,1354,200091,,,,61,81,31
3,20,2001,2,1354,200092,,,,72,83,82
3,20,2001,2,1354,200093,,,,72,83,101
3,20,2001,2,1354,200094,,,,81,71,72
3,20,2001,2,1354,200095,,,,82,81,83
3,20,2001,2,1354,200096,11,12,61,,,
3,20,2001,2,1354,200097,64,83,92,,,
3,20,2001,2,1354,200098,,,,81,91,72
3,20,2001,2,1354,200099,,,,63,71,91
3,20,2001,2,1354,200100,,,,13,71,91
3,20,2025,2,760,200101,92,111,91,,,
3,20,2025,2,760,200102,11,92,,,,
3,20,2025,2,760,200103,92,72,101,,,
3,20,2025,2,760,200104,11,72,83,,,
3,20,2025,2,760,200105,,,,61,82,92
3,20,2025,2,760,200106,61,91,81,,,
3,20,2025,2,760,200107,,,,71,61,63
3,20,2025,2,760,200108,71,73,83,,,
3,20,2025,2,760,200109,32,31,33,,,
3,20,2025,2,760,200110,11,63,,,,
3,20,2025,2,1304,200111,72,83,92,,,
3,20,2025,2,1304,200112,64,82,91,,,
3,20,2025,2,1304,200113,,,,13,23,62
3,20,2025,2,1304,200114,,,,71,21,33
3,20,2025,2,1304,200115,,,,13,71,92
3,20,2025,2,1304,200116,61,101,102,,,
3,20,2025,2,1304,200117,13,63,75,,,
3,20,2025,2,1304,200118,92,72,83,,,
3,20,2025,2,1304,200119,62,63,83,,,
3,20,2025,2,1304,200120,,,,61,71,91
3,20,2019,2,344,200121,,,,71,74,83
3,20,2019,2,344,200122,,,,83,72,92
3,20,2019,2,344,200123,,,,72,92,83
3,20,2019,2,344,200124,82,71,72,,,
3,20,2019,2,344,200125,,,,71,72,83
3,20,2019,2,344,200126,,,,71,82,83
3,20,2019,2,344,200127,,,,72,83,91
3,20,2019,2,344,200128,,,,81,93,82
3,20,2019,2,344,200129,,,,71,82,91
3,20,2019,2,344,200130,,,,81,92,102
3,20,2009,2,240,200131,,,,72,83,91
3,20,2009,2,240,200132,73,83,91,,,
3,20,2009,2,240,200133,91,81,83,,,
3,20,2009,2,240,200134,,,,71,81,101
3,20,2009,2,240,200135,83,72,102,,,
3,20,2009,2,240,200136,,,,72,92,101
3,20,2009,2,240,200137,,,,43,71,81
3,20,2009,2,240,200138,,,,63,73,81
3,20,2009,2,240,200139,,,,63,72,83
3,20,2009,2,240,200140,,,,101,72,102
3,20,2008,2,1474,200141,,,,71,73,93
3,20,2008,2,1474,200142,,,,82,91,73
3,20,2008,2,1474,200143,63,81,83,,,
3,20,2008,2,1474,200144,,,,71,74,91
3,20,2008,2,0,200145,72,74,82,,,
3,20,2008,2,1474,200146,,,,81,82,83
3,20,2008,2,1474,200147,,,,101,102,92
3,20,2008,2,1474,200148,72,83,92,,,
3,20,2008,2,1474,200149,,,,102,83,72
3,20,2008,2,1474,200150,,,,63,71,83
3,20,2013,2,1232,200151,,,,83,81,82
3,20,2013,2,1232,200152,,,,81,82,83
3,20,2013,2,1232,200153,,,,92,91,83
3,20,2013,2,1232,200154,,,,92,72,83
3,20,2013,2,1232,200155,,,,72,83,92
3,20,2013,2,1232,200156,,,,75,71,83
