"hhid","zone","state","lga","sector","ea","ric","wt_wave2","wt_combined","qno","qno1","saq7","ag1","ag2","ag3","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22a","saq22b","tracked_obs"
80148,2,8,820,2,1030,1008,3001.86190834793,3001.86190834793,1,3,15,1,2,1,6,1,16,10,2012,8,40,14,42,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80149,2,8,820,2,1030,1008,3001.86190834793,3001.86190834793,1,2,17,1,1,1,8,1,14,10,2012,12,20,16,15,3,3,15,10,2012,8,10,11,20,1,1,,,,,,,,,,1,1,0
80150,2,8,820,2,1030,1008,3001.86190834793,3001.86190834793,1,2,19,1,2,1,6,1,15,10,2012,8,15,12,33,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80151,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,1,1,2,2,2,6,1,20,10,2012,8,20,12,43,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80152,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,1,19,2,2,2,4,1,20,10,2012,16,30,20,5,3,3,22,10,2012,12,5,16,2,1,1,,,,,,,,,,1,1,0
80153,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,1,4,2,2,2,8,1,20,10,2012,8,20,12,10,3,3,21,10,2012,13,40,15,10,1,1,,,,,,,,,,1,1,0
80154,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,1,6,2,2,2,8,1,20,10,2012,12,30,15,45,3,3,21,10,2012,8,20,13,30,1,1,,,,,,,,,,1,1,0
80155,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,2,8,1,1,1,8,1,21,10,2012,15,30,18,10,3,3,22,10,2012,8,20,14,30,1,1,,,,,,,,,,1,1,0
80156,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,2,18,1,2,1,4,1,20,10,2012,12,30,16,22,3,3,21,10,2012,16,40,18,54,1,1,,,,,,,,,,1,1,0
80157,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,1,7,2,2,2,4,1,20,10,2012,8,10,12,10,3,3,22,10,2012,16,10,20,54,1,1,,,,,,,,,,1,1,0
80158,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,1,13,2,2,2,4,1,21,10,2012,8,6,12,34,3,3,22,10,2012,8,10,12,0,1,1,,,,,,,,,,1,1,0
80159,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,2,14,1,2,1,6,1,22,10,2012,8,15,12,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80160,2,8,824,2,768,1309,3784.9563192213,3784.9563192213,1,2,16,1,2,1,6,1,21,10,2012,8,30,13,16,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80161,1,7,704,2,0,0,2320.2797359211,2320.2797359211,1,,,1,2,1,1,2,12,7,2013,11,30,3,3,,1,,,,,,,,,,,,,,,,,,,1,1,1
80162,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,2,2,2,2,4,1,17,10,2012,8,4,14,5,3,3,18,10,2012,14,12,16,23,1,1,,,,,,,,,,1,1,0
80163,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,3,2,2,2,4,1,17,10,2012,14,21,18,21,3,3,18,10,2012,18,10,23,28,3,3,19,10,2012,8,21,10,26,1,1,1,1,0
80164,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,4,2,2,2,6,1,18,10,2012,7,50,10,48,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80165,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,5,2,2,2,4,1,18,10,2012,8,15,13,58,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80166,2,8,817,1,2476,1107,,,1,1,6,2,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0
80167,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,7,2,2,2,8,1,18,10,2012,8,5,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80168,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,8,2,2,2,8,1,17,10,2012,8,10,13,20,3,3,18,10,2012,15,35,18,10,1,1,,,,,,,,,,1,1,0
80169,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,9,2,2,2,8,1,17,10,2012,8,20,15,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80170,2,8,817,1,2476,1107,2320.2797359211,2320.2797359211,1,1,10,2,2,2,6,1,17,10,2012,8,36,10,52,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80171,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,1,1,2,1,6,1,8,10,2012,8,0,13,28,,,,,,,,,,,,,,,,,,,,,1,1,0
80172,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,3,1,2,1,4,1,10,10,2012,10,21,18,21,,,,,,,,,,,,,,,,,,,,,1,1,0
80173,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,4,1,2,1,4,1,9,10,2012,8,10,18,42,3,3,10,10,2012,8,10,10,11,1,1,,,,,,,,,,1,1,0
80174,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,6,1,2,1,8,1,8,10,2012,12,40,16,30,3,3,9,10,2012,8,15,12,30,,,,,,,,,,,,1,1,0
80175,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,7,1,2,1,8,1,8,10,2012,8,20,12,30,3,3,9,10,2012,12,45,16,40,1,1,,,,,,,,,,1,1,0
80176,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,9,1,2,1,8,1,10,10,2012,8,20,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80177,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,16,1,2,1,6,1,10,10,2012,8,15,12,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80178,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,14,1,2,1,4,1,8,10,2012,7,10,9,21,3,3,,,,,,,,,,,,,,,,,,,1,1,0
80179,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,13,1,2,1,6,1,9,10,2012,8,21,0,17,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80180,2,8,823,2,548,1009,2610.31470291124,2610.31470291124,1,2,15,1,2,1,4,1,8,10,2012,12,15,16,10,3,3,9,10,2012,9,31,13,4,1,1,,,,,,,,,,1,1,0
80181,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,1,1,2,1,4,1,11,10,2012,8,30,13,5,3,3,12,10,2012,12,10,16,30,1,1,,,,,,,,,,1,1,0
80182,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,2,1,2,1,4,1,12,10,2012,8,6,12,8,3,3,12,10,2012,12,10,12,6,1,1,,,,,,,,,,1,1,0
80183,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,3,1,2,1,8,1,11,10,2012,12,30,16,20,3,3,12,10,2012,8,20,12,5,1,1,,,,,,,,,,1,1,0
80184,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,4,1,1,1,4,1,11,10,2012,14,18,17,10,3,3,13,10,2012,13,26,18,0,,,,,,,,,,,,1,1,0
80185,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,5,1,2,1,8,1,12,10,2012,15,30,17,52,3,3,13,10,2012,12,20,17,35,1,1,,,,,,,,,,1,1,0
80186,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,6,1,2,1,8,1,11,10,2012,8,20,12,15,3,3,12,10,2012,12,30,15,20,1,1,,,,,,,,,,1,1,0
80187,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,7,1,2,1,6,1,12,10,2012,8,0,13,48,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80188,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,8,1,2,1,6,1,13,10,2012,8,30,13,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80189,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,9,1,2,1,8,1,13,10,2012,8,10,12,1,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80190,2,8,809,2,1748,1104,1696.70455689231,1696.70455689231,1,2,10,1,2,1,6,1,11,10,2012,8,8,14,12,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80191,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,3,1,1,2,1,6,1,25,10,2012,8,23,12,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80192,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,3,1,1,1,8,1,25,10,2012,11,30,18,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80193,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,5,1,1,1,4,1,23,10,2012,8,22,10,15,3,3,24,10,2012,12,16,16,0,1,1,,,,,,,,,,1,1,0
80194,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,7,1,1,1,8,1,23,10,2012,8,10,11,45,3,3,24,10,2012,13,40,15,30,1,1,,,,,,,,,,1,1,0
80195,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,9,1,1,1,8,1,24,10,2012,16,40,19,10,3,3,24,10,2012,8,10,11,20,1,1,,,,,,,,,,1,1,0
80196,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,11,1,2,1,6,1,24,10,2012,8,14,13,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80197,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,13,1,1,1,8,1,23,10,2012,11,50,16,20,3,3,24,10,2012,8,15,13,30,1,1,,,,,,,,,,1,1,0
80198,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,15,1,2,1,4,1,24,10,2012,8,10,12,5,3,3,25,10,2012,8,16,12,7,1,1,,,,,,,,,,1,1,0
80199,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,17,1,2,1,6,1,23,10,2012,8,14,11,48,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80200,2,8,826,2,926,1210,8222.49131417041,8222.49131417041,1,2,20,1,1,2,4,1,23,10,2012,10,20,15,1,3,3,24,10,2012,16,6,18,3,1,1,,,,,,,,,,1,1,0
80201,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,1,1,1,1,4,1,29,10,2012,8,6,10,15,3,3,30,10,2012,13,1,15,25,1,1,,,,,,,,,,1,1,0
80202,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,2,1,2,1,4,1,28,10,2012,8,18,12,6,3,3,29,10,2012,10,22,12,0,1,1,,,,,,,,,,1,1,0
80203,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,3,1,2,1,6,1,30,10,2012,8,17,12,43,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80204,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,4,1,2,1,6,1,29,10,2012,8,27,13,18,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80205,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,1,5,2,2,2,6,1,28,10,2012,8,16,13,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80206,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,1,11,2,2,2,6,1,28,10,2012,0,5,17,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
80207,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,7,1,1,2,4,1,28,10,2012,16,6,19,5,3,3,29,10,2012,12,10,14,7,3,3,30,10,2012,8,10,11,56,1,1,1,1,0
80208,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,12,1,1,1,8,1,28,10,2012,12,30,16,20,3,3,29,10,2012,2,20,12,35,1,1,,,,,,,,,,1,1,0
80209,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,1,9,2,2,2,8,1,29,10,2012,16,45,19,10,3,3,30,10,2012,8,20,13,37,1,1,,,,,,,,,,1,1,0
80210,2,8,815,2,362,1406,3001.86190834793,3001.86190834793,1,2,10,1,1,1,8,1,28,10,2012,8,10,12,20,3,3,29,10,2012,12,50,16,30,1,1,,,,,,,,,,1,1,0
90001,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,1,82,2,2,2,3,1,21,9,2012,11,45,13,10,2,2,22,9,2012,12,20,14,5,1,,,,,,,,,,,1,1,0
90002,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,1,96,2,2,2,5,1,2,10,2012,17,18,18,49,,,,,,,,,,,,,,,,,,,,,1,1,0
90003,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,1,103,2,2,2,3,1,21,9,2012,10,12,14,30,,,,,,,,,,,,,,,,,,,,,1,1,0
90004,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,1,89,2,2,2,3,1,20,9,2012,8,10,12,5,1,,,,,,,,,,,,,,,,,,,,1,1,0
90005,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,2,75,1,2,1,4,1,22,9,2012,15,15,16,45,2,2,23,9,2012,8,45,10,55,1,1,,,,,,,,,,1,1,0
90006,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,1,53,2,2,2,4,1,21,9,2012,8,15,10,45,,,22,9,2012,9,45,11,35,,,,,,,,,,,,1,1,0
90007,5,3,311,2,0,0,21438.4268346124,21438.4268346124,1,,,1,2,1,2,1,25,6,2013,8,40,14,25,,1,,,,,,,,,,,,,,,,,,,1,1,1
90008,5,9,908,1,278,1005,,,1,1,39,2,2,2,5,1,24,9,2012,13,9,14,47,1,,,,,,,,,,,,,,,,,,,,1,1,0
90009,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,2,18,1,2,1,4,1,21,9,2012,16,0,18,10,3,,22,9,2012,13,10,15,49,,,,,,,,,,,,1,1,0
90010,5,9,908,1,278,1005,21438.4268346124,21438.4268346124,1,1,11,2,2,2,5,1,22,9,2012,14,4,15,56,,,,,,,,,,,,,,,,,,,,,1,1,0
90011,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,7,1,2,1,4,1,27,9,2012,8,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0
90013,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,1,57,2,2,2,3,1,24,9,2012,10,10,14,50,1,,,,,,,,,,,,,,,,,,,,1,1,0
90014,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,53,1,2,1,3,1,24,9,2012,17,55,19,10,,,25,9,2012,10,10,15,18,,,,,,,,,,,,1,1,0
90015,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,32,1,2,1,3,1,23,9,2012,9,15,13,50,,,,,,,,,,,,,,,,,,,,,1,1,0
90016,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,11,1,2,1,5,1,25,9,2012,13,17,15,9,,,,,,,,,,,,,,,,,,,,,1,1,0
90017,5,9,903,1,0,0,7146.14227820414,7146.14227820414,1,,,1,2,1,4,2,3,7,2013,17,5,19,20,,1,,,,,,,,,,,,,,,,,,,1,1,1
90018,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,15,1,2,1,5,1,23,9,2012,15,18,17,48,,,,,,,,,,,,,,,,,,,,,1,1,0
90019,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,40,1,2,1,4,1,25,9,2012,11,50,14,21,3,,26,9,2012,9,10,11,33,,,,,,,,,,,,1,1,0
90020,5,9,903,2,48,1302,7146.14227820414,7146.14227820414,1,2,44,1,2,1,4,1,25,9,2012,15,45,18,1,2,,26,9,2012,13,2,16,1,,,,,,,,,,,,1,1,0
90021,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,2,5,1,2,1,3,1,26,9,2012,8,58,13,10,,,,,,,,,,,,,,,,,,,,,1,1,0
90022,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,2,6,1,2,1,3,1,26,9,2012,10,5,15,30,,,,,,,,,,,,,,,,,,,,,1,1,0
90023,5,9,915,1,1390,1109,,,1,1,14,2,2,2,3,1,26,9,2012,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0
90024,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,1,20,2,2,2,3,1,27,9,2012,13,30,16,0,,,,,,,,,,,,,,,,,,,,,1,1,0
90025,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,2,8,1,1,1,4,1,26,9,2012,12,15,14,55,,,,,,,,,,,,,,,,,,,,,1,1,0
90026,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,2,9,1,2,1,4,1,27,9,2012,10,45,13,55,,,,,,,,,,,,,,,,,,,,,1,1,0
90027,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,2,10,1,2,1,5,1,27,9,2012,10,13,12,48,,,,,,,,,,,,,,,,,,,,,1,1,0
90028,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,1,13,2,2,2,5,1,26,9,2012,12,12,14,22,,,,,,,,,,,,,,,,,,,,,1,1,0
90029,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,2,1,1,2,1,5,1,26,9,2012,8,46,10,12,,,,,,,,,,,,,,,,,,,,,1,1,0
90030,5,9,915,1,1390,1109,4692.98895882063,4692.98895882063,1,1,1,2,2,2,4,1,26,9,2012,15,15,17,49,,,,,,,,,,,,,,,,,,,,,1,1,0
90031,5,9,917,1,1254,1310,5663.58440257672,,1,2,1,1,2,1,4,1,29,9,2012,15,2,16,5,,,,,,,,,,,,,,,,,,,,,1,1,0
90032,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,2,35,1,2,1,5,1,29,9,2012,11,19,13,53,,,,,,,,,,,,,,,,,,,,,1,1,0
90033,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,2,41,1,2,1,5,1,30,9,2012,7,12,9,27,,,,,,,,,,,,,,,,,,,,,1,1,0
90034,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,1,10,2,2,2,3,1,29,9,2012,10,18,14,50,,,,,,,,,,,,,,,,,,,,,1,1,0
90035,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,2,19,1,2,1,3,1,30,9,2012,7,50,10,5,3,,30,9,2012,14,0,16,50,,,,,,,,,,,,1,1,0
90036,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,2,32,1,2,1,3,1,1,10,2012,8,15,11,5,3,,1,10,2012,15,15,17,45,,,,,,,,,,,,1,1,0
90037,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,3,22,1,2,1,4,1,30,9,2012,11,3,13,47,3,,1,10,2012,7,25,10,1,,,,,,,,,,,,1,1,0
90038,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,2,16,1,2,1,4,1,29,9,2012,11,30,14,27,,,,,,,,,,,,,,,,,,,,,1,1,0
90039,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,1,13,2,2,2,5,1,30,9,2012,10,24,12,16,,,,,,,,,,,,,,,,,,,,,1,1,0
90040,5,9,917,1,1254,1310,5663.58440257672,6292.87155841857,1,2,26,1,2,1,5,1,30,9,2012,17,38,19,43,,,,,,,,,,,,,,,,,,,,,1,1,0
90041,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,8,1,2,1,5,1,2,10,2012,16,30,19,10,,,,,,,,,,,,,,,,,,,,,1,1,0
90042,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,33,1,2,1,5,1,2,10,2012,9,4,11,19,,,,,,,,,,,,,,,,,,,,,1,1,0
90043,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,26,1,2,1,5,1,4,10,2012,11,29,13,14,,,,,,,,,,,,,,,,,,,,,1,1,0
90044,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,19,1,2,1,3,1,3,10,2012,9,20,15,10,,,,,,,,,,,,,,,,,,,,,1,1,0
90045,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,15,1,2,1,3,1,4,10,2012,10,15,14,30,,,,,,,,,,,,,,,,,,,,,1,1,0
90046,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,12,1,2,1,3,1,2,10,2012,8,30,13,50,3,,4,10,2012,7,35,9,55,,,,,,,,,,,,1,1,0
90047,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,1,24,2,2,2,4,1,2,10,2012,7,35,10,2,,,,,,,,,,,,,,,,,,,,,1,1,0
90048,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,30,1,2,1,4,1,2,10,2012,11,38,14,42,,,,,,,,,,,,,,,,,,,,,1,1,0
90049,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,17,1,2,1,4,1,3,10,2012,8,17,11,15,3,,4,10,2012,14,10,16,54,,,,,,,,,,,,1,1,0
90050,5,9,901,2,398,1301,3263.7605031798,3263.7605031798,1,2,21,2,1,2,5,1,3,10,2012,8,17,10,27,,,,,,,,,,,,,,,,,,,,,1,1,0
90051,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,2,1,2,1,3,1,8,10,2012,10,5,14,50,,,,,,,,,,,,,,,,,,,,,1,1,0
90052,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,3,1,2,1,5,1,4,10,2012,16,30,17,58,,,,,,,,,,,,,,,,,,,,,1,1,0
90053,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,4,1,2,1,4,1,16,10,2012,11,15,14,53,3,,17,10,2012,9,27,11,30,,,,,,,,,,,,1,1,0
90054,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,1,1,2,1,4,1,15,10,2012,11,6,13,0,3,,16,10,2012,8,22,10,47,,,,,,,,,,,,1,1,0
90055,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,1,5,2,2,2,4,1,17,10,2012,13,2,14,10,,,,,,,,,,,,,,,,,,,,,1,1,0
90056,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,6,1,2,1,5,1,8,10,2012,9,12,11,18,,,,,,,,,,,,,,,,,,,,,1,1,0
90057,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,8,1,2,1,5,1,9,10,2012,11,19,13,47,,,,,,,,,,,,,,,,,,,,,1,1,0
90058,5,9,910,2,0,0,3359.75345915568,3359.75345915568,1,,,1,2,1,4,2,30,6,2013,7,55,10,30,,1,,,,,,,,,,,,,,,,,,,1,1,1
90059,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,9,1,2,1,3,1,9,10,2012,12,10,14,30,3,,10,10,2012,9,0,10,30,,,,,,,,,,,,1,1,0
90060,5,9,910,2,200,1306,3359.75345915568,3359.75345915568,1,2,10,1,2,1,3,1,9,10,2012,8,20,11,50,,,,,,,,,,,,,,,,,,,,,1,1,0
90061,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,2,8,1,2,1,4,1,7,10,2012,11,3,14,5,,,,,,,,,,,,,,,,,,,,,1,1,0
90062,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,2,7,1,2,1,5,1,12,10,2012,14,11,16,47,,,,,,,,,,,,,,,,,,,,,1,1,0
90063,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,2,3,1,2,1,3,1,11,10,2012,11,10,15,45,,,,,,,,,,,,,,,,,,,,,1,1,0
90064,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,2,6,1,2,1,3,1,12,10,2012,8,50,14,20,,,,,,,,,,,,,,,,,,,,,1,1,0
90065,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,2,5,1,2,1,3,1,13,10,2012,9,2,13,40,,,,,,,,,,,,,,,,,,,,,1,1,0
90066,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,3,1,1,2,1,5,1,13,10,2012,11,15,14,38,,,,,,,,,,,,,,,,,,,,,1,1,0
90067,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,3,9,1,2,1,4,1,5,10,2012,11,45,14,52,3,,5,10,2012,7,13,10,2,,,,,,,,,,,,1,1,0
90068,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,1,2,2,2,2,4,1,6,10,2012,12,45,15,52,3,,7,10,2012,8,25,9,35,,,,,,,,,,,,1,1,0
90069,5,9,907,2,1446,1404,2207.83798744516,2207.83798744516,1,2,12,1,2,1,5,1,11,10,2012,10,12,12,42,,,,,,,,,,,,,,,,,,,,,1,1,0
90070,5,9,907,2,0,0,2207.83798744516,2207.83798744516,1,,,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
90071,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,11,1,2,1,3,1,17,10,2012,13,20,17,10,,,,,,,,,,,,,,,,,,,,,1,1,0
90072,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,14,1,2,1,3,1,17,10,2012,8,15,15,40,,,,,,,,,,,,,,,,,,,,,1,1,0
90073,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,12,1,2,1,3,1,17,10,2012,7,50,11,55,,,,,,,,,,,,,,,,,,,,,1,1,0
90074,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,15,1,2,1,4,1,8,10,2012,11,30,14,5,,,,,,,,,,,,,,,,,,,,,1,1,0
90075,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,3,1,2,1,4,1,17,10,2012,8,20,12,40,,,,,,,,,,,,,,,,,,,,,1,1,0
90076,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,9,1,2,1,4,1,19,10,2012,14,52,16,40,,,,,,,,,,,,,,,,,,,,,1,1,0
90077,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,4,1,2,1,5,1,18,10,2012,13,3,15,14,,,,,,,,,,,,,,,,,,,,,1,1,0
90078,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,1,1,2,1,5,1,16,10,2012,17,5,19,17,,,,,,,,,,,,,,,,,,,,,1,1,0
90079,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,7,1,2,1,5,1,18,10,2012,9,11,11,48,,,,,,,,,,,,,,,,,,,,,1,1,0
90080,5,9,912,2,102,1307,1343.90138366227,1343.90138366227,1,2,6,1,2,1,5,1,17,10,2012,8,46,10,31,,,,,,,,,,,,,,,,,,,,,1,1,0
90081,5,9,916,2,1068,1409,3626.40055908867,3626.40055908867,1,2,24,1,2,1,5,1,24,10,2012,14,55,16,48,,,,,,,,,,,,,,,,,,,,,1,1,0
90082,5,9,916,2,1068,1409,3626.40055908867,3626.40055908867,1,2,11,1,2,1,5,1,25,10,2012,17,1,19,0,,,,,,,,,,,,,,,,,,,,,1,1,0
90083,5,9,916,2,1068,1409,3626.40055908867,3626.40055908867,1,2,9,1,2,1,3,1,24,10,2012,16,5,18,50,3,,25,10,2012,7,10,10,15,,,,,,,,,,,,1,1,0
90084,5,9,916,2,1068,1409,3626.40055908867,3626.40055908867,1,2,18,1,2,1,3,1,25,10,2012,11,5,16,20,,,,,,,,,,,,,,,,,,,,,1,1,0
90085,5,9,916,2,1068,1409,3626.40055908867,3626.40055908867,1,2,16,1,2,1,3,1,24,10,2012,8,12,11,10,3,,24,10,2012,14,20,15,50,,,,,,,,,,,,1,1,0
