"hhid","zone","state","lga","sector","ea","ric","wt_wave2","wt_combined","qno","qno1","saq7","ag1","ag2","ag3","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22a","saq22b","tracked_obs"
190023,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,4,1,1,1,9,1,25,9,2012,14,40,17,22,5,1,26,9,2012,11,28,14,35,10,1,,,,,,,,,,1,2,0
190024,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,6,1,1,1,6,1,25,9,2012,12,30,14,35,4,1,26,9,2012,14,25,17,42,10,1,,,,,,,,,,1,2,0
190025,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,8,1,1,1,9,1,25,9,2012,11,56,14,20,6,1,26,9,2012,14,45,18,20,10,1,,,,,,,,,,1,2,0
190026,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,9,1,1,1,10,1,25,9,2012,9,30,12,30,5,1,26,9,2012,9,25,12,20,8,2,,,,,,,,,,1,1,0
190027,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,10,1,1,1,10,1,25,9,2012,12,40,15,0,4,1,26,9,2012,12,30,15,10,,,,,,,,,,,,1,1,0
190028,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,13,1,2,1,10,1,25,9,2012,15,16,18,20,1,1,26,9,2012,15,25,18,15,,,,,,,,,,,,1,2,0
190029,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,14,1,1,1,6,1,25,9,2012,9,30,12,30,5,1,26,9,2012,9,58,14,15,,,,,,,,,,,1,1,1,0
190030,3,19,1943,2,668,1210,4676.64295294274,4676.64295294274,1,2,16,1,1,1,9,1,25,9,2012,9,25,11,45,7,1,26,9,2012,9,10,11,18,2,1,,,,,,,,,,1,1,0
190031,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,1,1,1,1,10,1,27,9,2012,9,40,12,30,4,1,28,9,2012,9,55,13,0,1,1,,,,,,,,,,1,1,0
190032,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,3,1,1,1,10,1,27,9,2012,12,45,16,20,3,1,28,9,2012,10,5,15,15,,,,,,,,,,,,1,1,0
190033,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,6,1,1,1,6,1,27,9,2012,14,25,17,30,6,1,28,9,2012,14,24,17,33,,,,,,,,,,,,1,1,0
190034,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,3,1,2,1,3,1,27,9,2012,14,30,17,52,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190035,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,10,1,2,1,3,1,28,9,2012,15,0,16,35,5,1,29,9,2012,14,43,16,30,1,1,,,,,,,,,,1,1,0
190036,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,12,1,2,1,3,1,27,9,2012,9,38,14,22,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190037,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,9,1,2,1,6,1,27,9,2012,11,28,14,12,5,1,28,9,2012,17,58,14,15,,,,,,,,,,,,1,1,0
190038,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,17,1,2,1,6,1,27,9,2012,9,38,11,20,5,1,28,9,2012,9,50,11,45,1,1,,,,,,,,,,1,1,0
190039,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,19,1,2,1,9,1,27,9,2012,9,42,12,9,6,1,28,9,2012,10,0,13,15,1,1,,,,,,,,,,1,1,0
190040,3,19,1916,2,1516,1104,6235.52393725699,6235.52393725699,1,2,21,1,2,1,9,1,27,9,2012,12,48,13,38,1,1,28,9,2012,13,28,16,45,1,1,,,,,,,,,,1,1,0
190041,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,1,1,2,1,9,1,29,9,2012,14,37,15,32,4,1,30,9,2012,12,40,16,10,1,1,,,,,,,,,,1,1,0
190042,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,3,1,2,1,6,1,29,9,2012,9,35,12,44,3,1,30,9,2012,9,14,12,10,1,1,,,,,,,,,,1,1,0
190043,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,5,1,2,1,3,1,29,9,2012,12,57,15,18,1,1,30,9,2012,12,52,16,0,1,1,,,,,,,,,,1,1,0
190044,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,8,1,2,1,9,1,29,9,2012,15,40,18,9,2,1,30,9,2012,16,15,18,55,1,1,,,,,,,,,,1,1,0
190045,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,2,2,10,1,2,1,9,1,29,9,2012,9,17,12,45,4,1,30,9,2012,9,15,12,28,,,,,,,,,,,,1,1,0
190046,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,12,1,2,1,10,1,29,9,2012,14,0,17,45,1,1,30,9,2012,14,45,17,50,1,1,,,,,,,,,,1,1,0
190047,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,16,1,2,1,3,1,29,9,2012,15,30,13,25,1,1,30,9,2012,16,12,18,45,1,1,,,,,,,,,,1,1,0
190048,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,19,1,2,1,10,1,29,9,2012,9,30,12,0,2,1,30,9,2012,9,25,12,5,1,1,,,,,,,,,,1,1,0
190049,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,25,1,2,1,3,1,29,9,2012,9,15,12,48,1,1,30,9,2012,9,25,12,40,1,1,,,,,,,,,,1,1,0
190050,3,19,1901,2,640,1001,3897.20246078562,3897.20246078562,1,2,23,1,2,1,10,1,29,9,2012,12,20,14,18,1,1,30,9,2012,12,20,14,30,1,1,,,,,,,,,,1,1,0
190051,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,2,3,1,2,1,6,1,3,10,2012,13,5,16,26,5,1,4,10,2012,12,55,15,40,1,1,,,,,,,,,,1,1,0
190052,3,36,3611,2,0,0,5650.94356813914,5650.94356813914,1,,,1,2,1,2,1,28,6,2013,13,48,16,15,,3,30,6,2013,11,11,13,30,,1,,,,,,,,,,1,1,1
190053,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,2,19,1,2,1,6,1,3,10,2012,9,25,12,50,1,1,4,10,2012,9,36,12,35,1,1,,,,,,,,,,1,1,0
190054,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,2,7,1,2,1,3,1,3,10,2012,13,25,15,10,4,1,4,10,2012,9,30,12,40,1,1,,,,,,,,,,1,1,0
190055,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,1,14,2,2,2,9,1,3,10,2012,12,5,14,16,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190056,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,1,15,1,1,1,10,1,3,10,2012,12,18,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190057,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,1,23,1,1,1,10,1,3,10,2012,9,23,12,8,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190058,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,1,20,2,2,2,3,1,3,10,2012,9,40,12,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190059,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,2,22,1,2,1,9,1,3,10,2012,9,21,11,56,3,1,4,10,2012,9,10,12,48,1,1,,,,,,,,,,1,1,0
190060,3,19,1937,2,432,1409,5650.94356813914,5650.94356813914,1,1,23,2,2,2,6,1,3,10,2012,16,36,18,34,4,1,4,10,2012,15,51,18,10,1,1,,,,,,,,,,1,1,0
190061,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,1,1,2,1,6,1,5,10,2012,9,30,12,48,4,1,6,10,2012,9,25,12,40,1,1,,,,,,,,,,1,1,0
190062,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,3,1,2,1,3,1,5,10,2012,10,15,13,52,3,1,6,10,2012,9,30,12,58,1,1,,,,,,,,,,1,1,0
190063,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,4,1,2,1,9,1,5,10,2012,15,35,18,25,4,1,6,10,2012,15,26,18,25,1,1,,,,,,,,,,1,1,0
190064,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,6,1,2,1,9,1,5,10,2012,13,11,15,26,1,1,,,,,,,,,,,,,,,,,,,1,1,0
190065,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,11,1,2,1,9,1,5,10,2012,10,12,12,54,4,1,6,10,2012,9,40,12,52,1,1,,,,,,,,,,1,1,0
190066,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,13,1,2,1,3,1,6,10,2012,13,58,17,44,5,1,6,10,2012,13,5,16,10,1,1,,,,,,,,,,1,1,0
190067,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,14,1,2,1,3,1,5,10,2012,17,56,19,20,6,1,6,10,2012,16,20,18,30,1,1,,,,,,,,,,1,1,0
190068,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,16,1,2,1,10,1,5,10,2012,13,43,16,10,6,1,6,10,2012,12,51,15,10,1,1,,,,,,,,,,1,1,0
190069,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,18,1,2,1,10,1,5,10,2012,10,26,13,28,4,1,6,10,2012,9,30,12,40,1,1,,,,,,,,,,1,1,0
190070,3,19,1936,2,1994,1309,6430.38406029627,6430.38406029627,1,2,19,1,2,1,10,1,5,10,2012,16,19,18,48,1,1,6,10,2012,15,22,17,49,1,1,,,,,,,,,,1,1,0
190071,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,1,1,2,1,3,1,1,10,2012,9,40,13,57,5,1,2,10,2012,10,1,13,45,1,1,,,,,,,,,,1,1,0
190072,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,3,1,2,1,6,1,1,10,2012,9,25,12,44,4,1,2,10,2012,9,15,12,36,1,1,,,,,,,,,,1,1,0
190073,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,6,1,2,1,3,1,1,10,2012,14,2,16,8,6,1,2,10,2012,13,57,16,45,1,1,,,,,,,,,,1,1,0
190074,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,8,1,2,1,10,1,1,10,2012,15,23,18,10,1,1,2,10,2012,16,5,18,48,1,1,,,,,,,,,,1,1,0
190075,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,10,1,2,1,10,1,1,10,2012,9,30,12,48,3,1,2,10,2012,9,40,12,40,1,1,,,,,,,,,,1,1,0
190076,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,13,1,2,1,10,1,1,10,2012,12,55,15,14,4,1,2,10,2012,12,50,15,50,1,1,,,,,,,,,,1,1,0
190077,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,3,15,1,2,1,6,1,1,10,2012,12,58,15,16,4,1,2,10,2012,12,47,17,28,1,1,,,,,,,,,,1,1,0
190078,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,17,1,2,1,9,1,1,10,2012,9,2,12,46,1,1,2,10,2012,9,25,12,40,1,1,,,,,,,,,,1,1,0
190079,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,20,1,2,1,9,1,1,10,2012,16,28,18,49,3,1,2,10,2012,16,20,18,0,1,1,,,,,,,,,,1,1,0
190080,3,19,1902,2,52,1401,10717.3067671604,10717.3067671604,1,2,22,1,2,1,9,1,1,10,2012,13,50,16,7,5,1,2,10,2012,12,58,15,10,1,1,,,,,,,,,,1,1,0
190081,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,2,1,2,1,6,1,7,10,2012,9,35,12,20,5,1,8,10,2012,9,40,12,48,1,1,,,,,,,,,,1,1,0
190082,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,5,1,2,1,3,1,9,10,2012,10,8,13,44,4,1,10,10,2012,9,30,13,40,1,1,,,,,,,,,,1,1,0
190083,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,8,1,2,1,10,1,7,10,2012,12,15,14,50,4,1,8,10,2012,12,22,14,30,1,1,,,,,,,,,,1,1,0
190084,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,11,1,2,1,3,1,9,10,2012,17,45,19,40,3,1,10,10,2012,15,40,18,10,1,1,,,,,,,,,,1,1,0
190085,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,13,1,2,1,3,1,9,10,2012,14,0,17,32,4,1,10,10,2012,13,50,15,35,1,1,,,,,,,,,,1,1,0
190086,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,16,1,2,1,9,1,7,10,2012,9,37,12,14,7,1,8,10,2012,9,40,12,55,1,1,,,,,,,,,,1,1,0
190087,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,22,1,2,1,9,1,7,10,2012,12,30,15,40,5,1,8,10,2012,12,5,15,20,1,1,,,,,,,,,,1,1,0
190088,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,25,1,2,1,6,1,7,10,2012,15,29,18,40,5,1,8,10,2012,16,0,18,28,1,1,,,,,,,,,,1,1,0
190089,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,28,1,2,1,10,1,7,10,2012,9,30,12,0,4,1,8,10,2012,9,43,12,8,1,1,,,,,,,,,,1,1,0
190090,3,19,1914,2,934,1004,10327.5865210819,10327.5865210819,1,2,31,1,2,1,6,1,7,10,2012,12,30,15,16,6,1,8,10,2012,13,0,15,47,1,1,,,,,,,,,,1,1,0
190091,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,2,1,2,1,9,1,9,10,2012,12,58,15,40,4,1,10,10,2012,13,2,15,35,1,1,,,,,,,,,,1,1,0
190092,3,19,1941,2,0,0,5650.94356813914,5650.94356813914,1,,,1,2,1,9,2,29,6,2013,10,16,12,22,,1,,,,,,,,,,,,,,,,,,,1,1,1
190093,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,3,1,2,1,3,1,9,10,2012,10,20,14,15,3,1,10,10,2012,10,25,13,40,1,1,,,,,,,,,,1,1,0
190094,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,5,1,2,1,3,1,9,10,2012,14,27,17,40,5,1,10,10,2012,13,53,15,40,1,1,,,,,,,,,,1,1,0
190095,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,5,6,1,2,1,6,1,9,10,2012,9,20,14,10,6,1,10,10,2012,10,10,15,30,1,1,,,,,,,,,,1,1,0
190096,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,3,7,1,2,1,10,1,9,10,2012,13,5,16,48,4,1,10,10,2012,13,32,16,20,1,1,,,,,,,,,,1,1,0
190097,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,8,1,2,1,10,1,9,10,2012,10,15,13,40,5,1,10,10,2012,10,20,13,20,1,1,,,,,,,,,,1,1,0
190098,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,9,1,2,1,3,1,9,10,2012,17,50,19,47,4,1,10,10,2012,15,58,18,47,1,1,,,,,,,,,,1,1,0
190099,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,11,1,2,1,9,1,9,10,2012,9,0,12,40,4,1,10,10,2012,10,15,12,48,1,1,,,,,,,,,,1,1,0
190100,3,19,1941,2,518,1310,5650.94356813914,5650.94356813914,1,2,12,1,2,1,6,1,9,10,2012,14,24,18,4,5,1,10,10,2012,15,43,17,50,1,1,,,,,,,,,,1,1,0
190101,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,2,1,1,1,7,2,20,9,2012,14,1,15,56,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190102,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,6,1,2,1,7,2,20,9,2012,9,56,12,59,11,1,21,9,2012,10,7,11,50,15,1,,,,,,,,,,1,1,0
190103,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,9,1,2,1,5,2,21,9,2012,9,12,11,2,8,1,21,9,2012,14,17,16,14,15,1,,,,,,,,,,1,1,0
190104,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,13,1,1,1,7,2,20,9,2012,14,34,17,52,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190105,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,16,1,1,1,4,2,21,9,2012,11,3,15,4,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190106,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,19,1,2,1,4,2,21,9,2012,15,27,17,12,8,1,22,9,2012,11,6,14,2,15,1,,,,,,,,,,1,1,0
190107,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,23,1,2,1,11,2,20,9,2012,10,14,13,56,8,3,21,9,2012,11,27,13,27,15,,,,,,,,,,,1,1,0
190108,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,26,1,1,1,7,2,21,9,2012,11,15,13,45,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190109,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,30,1,1,1,5,2,22,9,2012,10,29,13,48,10,1,23,9,2012,12,27,14,53,15,1,,,,,,,,,,1,1,0
190110,3,19,1925,1,2858,1106,7794.40492157123,7794.40492157123,1,2,33,1,2,1,5,2,20,9,2012,11,4,15,29,10,1,,,,,,,,15,1,,,,,,,,,,1,1,0
190111,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,1,2,2,2,7,2,20,9,2012,11,56,12,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190112,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,6,2,2,2,5,2,21,9,2012,9,10,13,27,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190113,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,3,2,2,2,6,2,20,9,2012,9,12,12,56,15,,,,,,,,,,,,,,,,,,,,1,1,0
190114,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,14,2,2,2,,,19,9,2012,9,40,11,6,5,1,20,9,2012,8,25,10,55,15,1,,,,,,,,,,1,2,0
190115,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,5,2,2,2,7,2,20,9,2012,20,10,22,51,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190116,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,2,6,2,2,2,7,2,19,9,2012,21,34,22,5,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190117,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,7,2,2,2,7,2,20,9,2012,20,8,23,36,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190118,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,15,2,2,2,5,2,19,9,2012,9,45,13,8,10,1,21,9,2012,7,45,9,2,15,1,,,,,,,,,,1,1,0
190119,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,2,10,1,2,1,4,2,19,9,2012,10,5,12,45,10,1,20,9,2012,10,54,12,58,15,1,,,,,,,,,,1,1,0
190120,3,19,1912,1,1510,1203,5845.80369117843,5845.80369117843,1,1,11,2,2,2,6,2,21,9,2012,21,7,22,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190121,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,3,1,1,1,4,2,28,9,2012,8,27,12,9,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190122,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,7,1,2,1,11,2,27,9,2012,10,27,13,21,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190123,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,11,1,1,1,7,2,28,9,2012,11,30,13,45,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190124,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,20,1,2,1,5,2,27,9,2012,8,12,11,5,11,1,28,9,2012,10,0,13,20,15,1,,,,,,,,,,1,1,0
190125,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,24,1,2,1,11,2,26,9,2012,11,21,13,28,10,1,27,9,2012,10,14,12,27,15,1,,,,,,,,,,1,1,0
190126,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,37,1,2,1,4,2,27,9,2012,10,11,13,7,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190127,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,41,1,2,1,4,2,27,9,2012,8,22,17,5,12,1,28,9,2012,10,15,14,31,15,1,,,,,,,,,,1,1,0
190128,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,45,1,2,1,5,2,27,9,2012,15,6,17,40,14,1,28,9,2012,13,38,17,6,15,1,,,,,,,,,,1,1,0
190129,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,53,1,1,1,7,2,27,9,2012,22,8,0,21,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190130,3,19,1905,2,1290,1502,18706.571811771,18706.571811771,1,2,58,1,2,1,5,2,27,9,2012,11,18,15,0,9,1,28,9,2012,8,16,10,30,15,1,,,,,,,,,,1,1,0
190131,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,1,1,2,1,11,2,30,9,2012,10,13,13,47,11,1,1,10,2012,11,27,13,26,15,1,,,,,,,,,,1,1,0
190132,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,3,1,2,1,4,2,2,10,2012,9,30,12,45,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190133,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,5,1,1,1,7,2,1,10,2012,13,20,15,57,9,1,2,10,2012,11,27,13,46,,,,,,,,,,,,1,1,0
190134,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,6,1,2,1,4,2,1,10,2012,9,12,16,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190135,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,8,1,2,1,5,2,2,10,2012,10,25,13,15,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190136,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,24,1,2,1,4,2,1,10,2012,8,15,12,25,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190137,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,8,1,1,1,7,2,2,10,2012,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0
190138,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,14,1,1,1,7,2,1,10,2012,10,12,13,1,,,,,,,,,,,,,,,,,,,,,1,1,0
190139,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,15,1,2,1,5,2,2,10,2012,10,27,13,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190140,3,19,1910,2,808,1303,7404.68467549267,7404.68467549267,1,2,10,1,2,1,5,2,1,10,2012,10,29,13,27,12,1,2,10,2012,11,27,13,24,,,,,,,,,,,,1,1,0
190141,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,1,1,1,1,7,2,25,9,2012,21,22,23,50,10,1,26,9,2012,22,5,23,25,15,1,,,,,,,,,,1,1,0
190142,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,4,1,2,1,11,2,24,9,2012,11,2,14,15,10,1,25,9,2012,10,47,13,17,15,1,,,,,,,,,,1,1,0
190143,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,7,1,1,1,7,2,25,9,2012,12,15,18,44,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190144,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,10,1,2,1,4,2,25,9,2012,10,42,14,17,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190145,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,13,1,1,1,4,2,25,9,2012,,,,,13,1,,,,,,,,,,,,,,,,,,,1,1,0
190146,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,16,1,1,1,7,2,26,9,2012,13,10,17,22,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190147,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,19,1,2,1,5,2,25,9,2012,14,12,17,28,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190148,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,22,1,1,1,7,2,20,9,2012,9,36,13,24,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190149,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,24,1,2,1,5,2,26,9,2012,11,2,14,12,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190150,3,19,1908,2,284,1102,8768.70553676763,8768.70553676763,1,2,27,1,2,1,5,2,25,9,2012,10,7,13,6,11,1,26,9,2012,9,54,12,9,15,1,,,,,,,,,,1,1,0
190151,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,2,1,2,1,4,2,10,10,2012,12,15,15,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190152,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,8,1,1,1,7,2,11,10,2012,13,13,16,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190153,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,14,1,1,1,7,2,11,10,2012,14,24,16,43,9,1,12,10,2012,9,24,11,59,,,,,,,,,,,,1,1,0
190154,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,19,1,1,1,7,2,10,10,2012,14,10,17,36,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190155,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,1,25,2,2,2,11,2,1,10,2012,11,6,14,27,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190156,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,31,1,2,1,4,2,11,10,2012,8,20,11,12,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190157,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,60,1,2,1,5,2,10,10,2012,7,17,12,47,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190158,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,66,1,2,1,5,2,11,10,2012,13,2,16,21,,,,,,,,,,,,,,,,,,,,,1,1,0
190159,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,72,1,2,1,5,2,11,10,2012,9,24,13,4,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190160,3,19,1934,2,386,1108,10522.4466441212,10522.4466441212,1,2,77,1,2,1,4,2,10,10,2012,8,40,11,16,15,1,,,,,,,,,,,,,,,,,,,1,1,0
190161,3,19,1919,2,366,1305,11691.6073823568,11691.6073823568,1,2,2,1,2,1,5,2,9,10,2012,16,27,18,46,15,1,,,,,,,,,,,,,,,,,,,1,1,0
