"zone","state","lga","sector","ea","hhid","plotid","s11aq4a","s11aq4b","s11aq4c","s11aq4d","s11aq5c","s11aq6"
1,7,702,2,632,70112,3,2000,1,,2521.4,273,1
1,7,702,2,632,70112,4,2400,1,,2419.8,273,1
1,7,702,2,632,70112,5,3200,1,,3024,275,1
1,7,702,2,632,70112,6,2000,1,,2329.7,276,1
1,7,702,2,632,70112,7,1600,1,,2297,277,1
1,7,702,2,632,70112,8,1400,1,,18232,278,1
1,7,702,2,632,70112,9,2400,1,,2614.2,279,1
1,7,702,2,632,70113,1,1600,1,,2298.4,101,1
1,7,702,2,632,70113,2,2800,1,,2877.1,102,1
1,7,702,2,632,70113,3,3200,1,,3971,103,1
1,7,702,2,632,70113,4,1400,1,,1582.2,104,1
1,7,702,2,632,70114,1,2400,1,,24104,21,1
1,7,702,2,632,70114,2,1200,1,,1566,22,1
1,7,702,2,632,70114,3,1600,1,,2148.1,23,1
1,7,702,2,632,70115,1,2000,1,,2359.4,331,1
1,7,702,2,632,70115,2,2400,1,,2602.1,332,1
1,7,702,2,632,70116,1,4000,1,,4218.7,51,1
1,7,702,2,632,70116,2,3600,1,,4011.2,52,1
1,7,702,2,632,70116,3,2800,1,,2872.1,53,1
1,7,702,2,632,70116,4,1600,1,,2297.3,54,1
1,7,702,2,632,70117,1,2000,1,,2472.3,81,1
1,7,702,2,632,70117,2,2000,1,,2432.9,82,1
1,7,702,2,632,70117,3,1600,1,,2341.4,83,1
1,7,702,2,632,70117,4,2400,1,,2572.1,84,1
1,7,702,2,632,70117,5,1200,1,,1586.1,85,1
1,7,702,2,632,70118,1,4000,1,,4219.2,151,1
1,7,702,2,632,70118,2,4000,1,,3997,152,1
1,7,702,2,632,70118,3,4000,1,,4317.1,153,1
1,7,702,2,632,70118,4,4000,1,,4519,154,1
1,7,702,2,632,70118,5,2000,1,,1587.4,155,1
1,7,702,2,632,70119,1,4000,1,,4302.7,211,1
1,7,702,2,632,70119,2,4000,1,,4417.1,212,1
1,7,702,2,632,70120,1,4000,1,,4724.1,181,1
1,7,702,2,632,70120,2,1600,1,,2278.5,182,1
1,7,702,2,632,70120,3,4000,1,,4218.2,183,1
1,7,702,2,632,70120,4,1200,1,,1561,184,1
1,7,702,2,632,70120,5,3200,1,,2978.7,185,1
1,7,718,2,1640,70121,1,1200,1,,1537.1,271,1
1,7,718,2,1640,70121,2,12000,1,,7241.7,272,1
1,7,718,2,1640,70121,3,2400,1,,2432.4,273,1
1,7,718,2,1640,70122,1,500,1,,501.4,111,1
1,7,718,2,1640,70122,2,2800,1,,2718.1,112,1
1,7,718,2,1640,70123,1,1600,1,,2289.5,201,1
1,7,718,2,1640,70123,2,8000,1,,8241.4,202,1
1,7,718,2,1640,70123,3,7,6,,52345.7,203,1
1,7,718,2,1640,70124,1,8000,1,,7879,171,1
1,7,718,2,1640,70124,2,6000,1,,702.1,172,1
1,7,718,2,1640,70125,1,1200,1,,1478,231,1
1,7,718,2,1640,70125,2,4800,1,,4382.4,232,1
1,7,718,2,1640,70126,1,1400,1,,1482.4,11,1
1,7,718,2,1640,70126,2,1600,1,,2198.7,12,1
1,7,718,2,1640,70126,3,2000,1,,2497.1,13,1
1,7,718,2,1640,70127,1,1600,1,,1248.3,41,1
1,7,718,2,1640,70127,2,12000,1,,1578.7,42,1
1,7,718,2,1640,70127,3,2400,1,,256.1,43,1
1,7,718,2,1640,70128,1,2400,1,,2497.3,71,1
1,7,718,2,1640,70128,2,800,1,,1142.1,72,1
1,7,718,2,1640,70128,3,1600,1,,2319.9,73,1
1,7,718,2,1640,70129,1,1200,1,,1547,391,1
1,7,718,2,1640,70129,2,12000,1,,7304.7,392,1
1,7,718,2,1640,70129,3,1600,1,,2282.4,393,1
1,7,718,2,1640,70130,1,400,1,,574.8,71,1
1,7,718,2,1640,70130,2,1600,1,,2249,72,1
1,7,715,2,780,70131,1,1800,1,,6043,201,1
1,7,715,2,780,70131,2,,,,,,
1,7,715,2,780,70132,1,2800,1,,2471.7,501,1
1,7,715,2,780,70133,1,1200,1,,1345,201,1
1,7,715,2,780,70133,2,4000,1,,2671.1,202,1
1,7,715,2,780,70134,1,3300,1,,3021.7,301,1
1,7,715,2,780,70134,2,2400,1,,2221,302,1
1,7,715,2,780,70135,1,42,3,,2010.2,1501,1
1,7,715,2,780,70136,1,1200,1,,6003,401,1
1,7,715,2,780,70137,1,1200,1,,19709,1001,1
1,7,715,2,780,70138,1,1600,1,,,1101,1
1,7,715,2,780,70138,2,400,1,,,1102,1
1,7,715,2,780,70139,1,2000,1,,1943.81,101,1
1,7,715,2,780,70139,2,1200,1,,936.64,102,1
1,7,715,2,780,70139,3,2400,1,,1024.3,103,1
1,7,715,2,780,70139,4,6000,1,,2923.5,104,1
1,7,715,2,780,70139,5,200,1,,271.8,105,1
1,7,715,2,780,70140,1,5600,1,,,12,1
1,7,715,1,294,70141,1,1200,1,,1572.1,601,1
1,7,715,1,294,70141,2,1200,1,,1459.9,602,1
1,7,715,1,294,70141,3,800,1,,927.2,603,1
1,7,715,1,294,70142,1,400,1,,520.1,24,1
1,7,715,1,294,70142,2,800,1,,856.7,24,1
1,7,715,1,294,70143,1,400,1,,562.1,3001,1
1,7,715,1,294,70143,2,400,1,,548.4,3002,1
1,7,715,1,294,70150,1,200,1,,,101,1
1,7,713,2,304,70154,1,120,2,,1563.2,801,10
1,7,713,2,304,70157,1,66,2,,200.7,1401,2
1,7,713,2,304,70157,2,1,4,,223.3,1402,2
2,8,821,1,1448,80011,1,4,5,,312.71,,1
2,8,821,1,1448,80011,2,1,5,,2600.06,,2
2,8,821,1,1448,80011,3,1,5,,3050.07,,
2,8,821,1,1448,80012,1,3,5,,15806.2001953125,102,1
2,8,821,1,1448,80012,2,1,5,,38821.5,202,1
2,8,821,1,1448,80013,1,4,5,,2924.07,301,1
2,8,821,1,1448,80014,1,5,5,"148.13",148.13,101,1
2,8,821,1,1448,80015,1,6,5,,258.33,101,1
2,8,821,1,1448,80016,1,4,5,,222.64,701,1
2,8,821,1,1448,80018,1,1,5,,302.53,901,1
2,8,821,1,1448,80019,1,4,5,,376.3,111,1
2,8,821,1,1448,80019,2,3,5,,1504.42,112,1
2,8,821,1,1448,80019,3,,,,,,
2,8,821,1,1448,80020,1,1,5,,5983,131,1
2,8,821,1,1448,80020,2,1,5,,2528.07,132,1
2,8,821,1,5062,80023,1,,,,,,1
2,8,821,1,5062,80030,1,0.400000005960464,5,,2719,351,1
2,8,821,1,5062,80030,2,,,,,,
2,8,821,1,5062,80030,3,,,,,,
2,8,816,2,1270,80031,1,3,5,,6179.6,101,2
2,8,816,2,1270,80031,2,,,,,,
2,8,816,2,1270,80032,1,4,5,,9652.02,401,1
2,8,816,2,1270,80033,1,4,5,,1808.06,801,1
2,8,816,2,1270,80034,1,5,5,,8171.03,1101,1
2,8,816,2,1270,80034,2,5,5,,,1102,1
2,8,816,2,1270,80035,1,100,5,,4701.05,1501,1
2,8,816,2,1270,80036,1,110,2,,72860,1801,1
2,8,816,2,1270,80037,1,5,5,,1958.01,211,1
2,8,816,2,1270,80037,2,3,5,,1444.03,212,1
2,8,816,2,1270,80037,3,,,,,,
2,8,816,2,1270,80037,4,,,,,,
2,8,816,2,1270,80038,1,10,5,,18045,251,1
2,8,816,2,1270,80039,1,10,5,,11058,3201,1
2,8,816,2,1270,80039,2,5,5,,9758.06,3202,1
2,8,816,2,1270,80040,1,6,5,,20548,321,1
2,8,816,2,1270,80040,2,6,5,,10317,322,1
2,8,816,2,1270,80040,3,1,5,,2939,323,2
2,8,803,1,944,80041,1,3,5,,11443,8005,1
2,8,803,1,944,80041,2,1,5,,2315.42,8005,1
2,8,803,1,944,80043,1,5,2,,8171.07,201,1
2,8,803,1,944,80044,1,6,5,,3243.07,341,1
2,8,803,1,944,80044,2,4,5,,3870,342,1
2,8,803,1,944,80047,1,3,5,,14030,491,1
2,8,803,1,944,80047,2,1,5,,14413,492,1
2,8,803,1,944,80048,1,2,5,,1579.04,5601,1
2,8,803,1,944,80048,2,1,5,,587,5602,1
2,8,811,1,1558,80051,1,2,5,,6727.04,11,1
2,8,811,1,1558,80051,2,4,5,,8768.06,11,1
2,8,811,1,1558,80053,1,2,5,,8404.01,301,1
2,8,811,1,1558,80054,1,8,5,,6316.05,401,1
2,8,811,1,1558,80055,1,3.04999995231628,5,,4331.04,8006,2
2,8,811,1,1558,80055,2,4,5,,4166.02,8006,3
2,8,811,1,1558,80057,1,3,5,,6226.08,801,1
2,8,811,1,1558,80057,2,1,5,,1772.03,802,1
2,8,811,1,1558,80058,1,2,5,,13599,901,1
2,8,811,1,1558,80059,1,2,5,,3790.05,1001,1
2,8,811,1,1558,80059,2,5,5,,5594.01,1002,2
2,8,811,1,1558,80060,1,2,,,,1201,1
2,8,811,2,390,80061,1,4,5,,1100.05,11,1
2,8,811,2,390,80061,2,4,5,,6619,12,1
2,8,811,2,390,80061,3,,,,,,1
2,8,811,2,390,80062,1,3,5,,1545.08,201,1
2,8,811,2,390,80063,1,20.0499992370605,6,,41970,8004,1
2,8,811,2,390,80063,2,16,6,,9219.02,8004,1
2,8,811,2,390,80064,1,5,5,,2124.3,8005,1
2,8,811,2,390,80065,1,2,5,,1273.2,,1
2,8,811,2,390,80066,1,3,5,,1097.01,701,1
2,8,811,2,390,80067,1,3,5,,1288,901,1
2,8,811,2,390,80067,2,1,5,,2208.3,902,2
2,8,811,2,390,80068,1,6,5,,6179.06,1001,1
2,8,811,2,390,80070,1,1,5,,1419,121,1
2,8,802,2,1152,80071,1,2,5,,6681.02,101,1
2,8,802,2,1152,80072,1,20,1,,33920,8002,1
2,8,802,2,1152,80072,2,20,1,,32920,8002,1
2,8,802,2,1152,80072,3,4,1,,11495,8002,1
2,8,802,2,1152,80072,4,1,1,,2135,8002,1
2,8,802,2,1152,80073,1,1,5,,2104.08,4,1
2,8,802,2,1152,80074,1,2,5,,1558.2,3,1
2,8,802,2,1152,80074,2,1,5,,2104.8,,
2,8,802,2,1152,80075,1,2,5,,,51,1
2,8,802,2,1152,80075,2,2,5,,,51,1
2,8,802,2,1152,80076,1,6,5,,3020.04,61,1
2,8,802,2,1152,80076,2,3,5,,106.38,62,1
2,8,802,2,1152,80076,3,,,,,,
2,8,802,2,1152,80076,4,,,,,,
2,8,802,2,1152,80077,1,135,2,,3831.03,301,1
2,8,802,2,1152,80077,2,150,2,,4052.07,302,1
2,8,802,2,1152,80077,3,47,2,,84.01,303,1
2,8,802,2,1152,80078,1,14,5,,10137,81,1
2,8,802,2,1152,80078,2,14,5,,6704.01,82,1
2,8,802,2,1152,80078,3,14,5,,3301.06,83,1
2,8,802,2,1152,80079,1,8,5,,19642,901,1
2,8,802,2,1152,80079,2,6,5,,24695,902,1
2,8,802,2,1152,80080,1,2,5,,4960.06,1001,1
2,8,802,2,1152,80080,2,40,2,,745.05,1002,3
2,8,812,2,866,80081,1,3,5,,2451.08,101,1
2,8,812,2,866,80081,2,3,5,,15,103,1
2,8,812,2,866,80081,3,0.0500000007450581,5,,176.07,102,1
2,8,812,2,866,80082,1,3,5,,2124.09,201,1
2,8,812,2,866,80082,2,2,5,,1213.07,212,1
2,8,812,2,866,80083,1,1,5,,886.5,401,1
2,8,812,2,866,80083,2,3,5,,3716.09,402,1
2,8,812,2,866,80083,3,,,,,,
2,8,812,2,866,80084,1,5,5,,4028.06,51,2
2,8,812,2,866,80084,2,2,5,,1249,52,3
2,8,812,2,866,80084,3,6,5,,12409.06,53,3
2,8,812,2,866,80084,4,4,5,,0,54,2
2,8,812,2,866,80085,1,3,5,,2777.02,701,1
2,8,812,2,866,80085,2,4,5,,1568.01,702,1
2,8,812,2,866,80086,1,20,5,,7682.01,801,1
2,8,812,2,866,80087,1,2,5,,2564,91,1
2,8,812,2,866,80087,2,1,5,,3220.04,92,1
2,8,812,2,866,80088,1,2,5,,3980.07,1501,1
2,8,812,2,866,80088,2,2,5,,,,
2,8,812,2,866,80088,3,2,5,,2033.08,1502,2
2,8,812,2,866,80088,4,,,,,,
2,8,812,2,866,80088,5,1,5,,1711.02,1503,1
2,8,812,2,866,80089,1,5,5,,1730.08,1201,1
2,8,812,2,866,80089,2,3,5,,824.07,1202,1
2,8,812,2,866,80089,3,2,5,,485.03,1203,1
2,8,812,2,866,80090,1,4,5,,7264.06,1401,1
2,8,812,2,866,80090,2,2,5,,2497.08,1402,1
2,8,805,2,46,80091,1,3,5,,7534.07,101,1
2,8,805,2,46,80095,1,3,5,,8651.05,501,1
2,8,805,2,46,80095,2,4,5,,3142.08,502,1
2,8,805,2,46,80095,3,3,5,,2523.02,502,1
2,8,805,2,46,80098,1,4,5,,6652.2,1101,1
2,8,805,2,46,80099,1,2,5,,6524,121,1
2,8,805,2,46,80099,2,5,5,,8484.02,122,1
2,8,805,2,46,80099,3,,,,,,
2,8,827,2,804,80101,1,5,5,,12079,101,1
2,8,827,2,804,80101,2,3,5,,2571.03,102,1
2,8,827,2,804,80101,3,1,5,,4884.04,103,3
2,8,827,2,804,80101,4,2,5,,836.5,104,3
2,8,827,2,804,80102,1,4.05000019073486,5,,6198.03,2001,1
2,8,827,2,804,80102,2,4,5,,7983.07,2002,1
2,8,827,2,804,80102,3,2,5,,5106.03,2003,1
2,8,827,2,804,80102,4,5,5,,6147.08,2004,1
2,8,827,2,804,80103,1,4,5,,7486.02,401,1
2,8,827,2,804,80104,1,2,5,,9185.01,61,1
2,8,827,2,804,80104,2,2,5,,5850.01,62,1
2,8,827,2,804,80104,3,5,5,,2261.01,63,1
2,8,827,2,804,80104,4,1,5,,1560.08,64,1
2,8,827,2,804,80104,5,2,5,,2122.02,65,1
2,8,827,2,804,80105,1,5,5,,5943,801,1
2,8,827,2,804,80105,2,5,5,,,,1
2,8,827,2,804,80105,3,4,5,,3351,802,1
2,8,827,2,804,80106,1,120,2,,3419.01,901,1
2,8,827,2,804,80106,2,203,2,,4614.09,902,1
2,8,827,2,804,80107,1,3,5,,6714.07,1101,1
2,8,827,2,804,80107,2,4,5,,6990.06,1102,1
2,8,827,2,804,80108,1,1,5,,1503.02,131,1
2,8,827,2,804,80108,2,4,5,,6978.05,132,1
2,8,827,2,804,80108,3,3,5,,8561.06,133,1
2,8,827,2,804,80108,4,4,5,,2933.04,134,1
2,8,827,2,804,80108,5,,,,,,1
2,8,827,2,804,80108,6,,,,,,1
2,8,827,2,804,80108,7,,,,,,1
2,8,827,2,804,80109,1,4,5,,2490,141,1
2,8,827,2,804,80109,2,1,5,,1128,142,1
2,8,827,2,804,80109,3,2,5,,2009.09,143,1
2,8,827,2,804,80110,1,8,5,,13429,1601,1
2,8,827,2,804,80110,2,7,5,,7,1602,1
2,8,807,2,946,80111,1,6,5,,2789,101,1
2,8,807,2,946,80112,1,3,5,,12538,3,1
2,8,807,2,946,80113,1,200,2,,30494,5001,1
2,8,807,2,946,80113,2,500,2,,495.05,5002,1
2,8,807,2,946,80113,3,600,2,,40004,5003,1
2,8,807,2,946,80114,1,5,5,,21524,601,1
2,8,807,2,946,80114,2,2,5,,4582.04,602,1
2,8,807,2,946,80114,3,2,5,,3737.03,603,2
2,8,807,2,946,80115,1,3,5,,1302,1,1
2,8,807,2,946,80115,2,3,5,,4835,2,2
2,8,807,2,946,80115,3,,,,,,
2,8,807,2,946,80115,4,,,,,,
2,8,807,2,946,80116,1,3,5,,4876.06,1001,1
2,8,807,2,946,80116,2,6,5,,15503,1002,1
2,8,807,2,946,80117,1,300,2,,10241,1201,1
2,8,807,2,946,80117,2,260,2,,121477,1202,1
2,8,807,2,946,80118,1,300,2,,25033,1401,1
2,8,807,2,946,80118,2,100,2,,19731,1402,1
2,8,807,2,946,80119,1,7,5,,9977.02,151,1
2,8,807,2,946,80119,2,5,5,,7337.03,152,1
2,8,807,2,946,80120,1,304,2,,6356.09,1702,2
2,8,807,2,946,80120,2,150,2,,2441.3,1702,2
2,8,807,2,946,80120,3,250,2,,5442.08,1704,4
2,8,807,2,2396,80121,1,8,5,,11808,101,1
2,8,807,2,2396,80121,2,2,5,,6127.08,102,1
2,8,807,2,2396,80121,3,1,5,,2986,102,1
2,8,807,2,2396,80122,1,8,5,,29190,5,1
2,8,807,2,2396,80122,2,,,,,,
2,8,807,2,2396,80123,1,2,,,7721.04,8001,1
2,8,807,2,2396,80124,1,4,5,,1464.07,1201,1
2,8,807,2,2396,80124,2,3,5,,8275.06,1201,1
2,8,807,2,2396,80125,1,12,5,,54997,1501,1
2,8,807,2,2396,80126,1,12,5,,28835,,1
2,8,807,2,2396,80126,2,10,5,,11849,,1
2,8,807,2,2396,80126,3,15,5,,65443,,1
2,8,807,2,2396,80127,1,850,2,,1358.03,2101,1
2,8,807,2,2396,80128,1,7,5,,5219.01,241,1
2,8,807,2,2396,80129,1,10,5,,30661,281,1
2,8,807,2,2396,80129,2,7,5,,4313,282,1
2,8,807,2,2396,80129,3,4,5,,3018.06,283,2
2,8,807,2,2396,80130,1,4,5,,11398,3101,1
2,8,807,2,2396,80130,2,135,2,,6645.06,3102,1
2,8,807,2,1438,80131,1,4,5,,10119,8001,1
2,8,807,2,1438,80132,1,8,5,,18406,301,1
2,8,807,2,1438,80132,2,3,5,,6969.06,302,1
2,8,807,2,1438,80132,3,3,5,,5421.04,303,1
2,8,807,2,1438,80132,4,2,5,,3446.08,304,1
2,8,807,2,1438,80133,1,4,5,,21518,5,1
2,8,807,2,1438,80133,2,,,,,,
2,8,807,2,1438,80133,3,,,,,,
2,8,807,2,1438,80133,4,,,,,,
2,8,807,2,1438,80134,1,6,5,,32566,601,1
2,8,807,2,1438,80135,1,6,5,,17499,8001,1
2,8,807,2,1438,80135,2,4,5,,11166,8002,1
2,8,807,2,1438,80135,3,7,5,,27415,8003,1
2,8,807,2,1438,80135,4,4,5,,6849.01,8004,1
2,8,807,2,1438,80135,5,6,5,,28331,8005,1
2,8,807,2,1438,80136,1,3,5,,12094,1001,1
2,8,807,2,1438,80136,2,4,5,,11747,1002,1
2,8,807,2,1438,80136,3,3,5,,6549.05,1003,1
2,8,807,2,1438,80137,1,4,2,,18156,1201,1
2,8,807,2,1438,80137,2,298,2,,2357,12102,1
2,8,807,2,1438,80138,1,10,5,,7748,141,1
2,8,807,2,1438,80138,2,8,5,,3422.03,142,1
2,8,807,2,1438,80138,3,3,5,,2148,143,1
2,8,807,2,1438,80138,4,6,5,,6135.01,144,1
2,8,807,2,1438,80138,5,4,5,,3148,145,1
2,8,807,2,1438,80139,1,6,5,,12069,151,1
2,8,807,2,1438,80139,2,4,5,,6135.01,152,1
2,8,807,2,1438,80140,1,3,2,,1623.05,1701,1
2,8,807,2,1438,80140,2,150,2,,67770.5,1701,1
2,8,807,2,1438,80140,3,1,5,,5647.02,1701,1
2,8,820,2,1030,80141,1,4,5,,19331,101,1
2,8,820,2,1030,80142,1,1,5,,2349,3,1
2,8,820,2,1030,80143,1,6,5,,4134.05,5001,1
2,8,820,2,1030,80143,2,4,5,,1595.05,5002,1
2,8,820,2,1030,80144,1,2,5,,8863.02,701,1
2,8,820,2,1030,80145,1,3,5,,7058.01,901,1
2,8,820,2,1030,80146,1,2,5,,167.01,1101,2
2,8,820,2,1030,80147,1,4,5,,1941.07,131,1
2,8,820,2,1030,80147,2,3,5,,1749.02,131,1
2,8,820,2,1030,80148,1,3,5,,12771,1501,1
2,8,820,2,1030,80148,2,1,5,,5367.06,1502,1
2,8,820,2,1030,80149,1,378,2,,12456,1701,1
2,8,820,2,1030,80150,1,8,5,,15441,1901,1
2,8,824,2,768,80156,1,4,5,,8681.05,1515,1
2,8,824,2,768,80156,2,4,5,,1974.03,182,1
2,8,824,2,768,80156,3,3,5,,7440.01,183,2
2,8,824,2,768,80159,1,5,5,,9878.03,141,1
2,8,824,2,768,80160,1,4,5,,13943,1601,1
2,8,823,2,548,80171,1,4,5,,9090.02,101,1
2,8,823,2,548,80171,2,2,5,,5376.08,102,3
2,8,823,2,548,80172,1,10,5,,46511,3001,1
2,8,823,2,548,80173,1,2,5,,15683,4001,1
2,8,823,2,548,80173,2,1,5,,21934,4002,1
2,8,823,2,548,80174,1,3,5,,5187.05,601,1
2,8,823,2,548,80175,1,3,5,,17215,7,1
2,8,823,2,548,80176,1,3,5,,13329,91,1
2,8,823,2,548,80177,1,250,2,,4895.04,1601,1
2,8,823,2,548,80177,2,150,2,,1688.04,1602,1
2,8,823,2,548,80178,1,5,4,,5156.09,121,1
2,8,823,2,548,80178,2,2,4,,3249.04,122,1
2,8,823,2,548,80179,1,12,5,,35167,1301,1
2,8,823,2,548,80180,1,4,2,,6597.07,1501,1
2,8,823,2,548,80180,2,3,2,,4036,1502,1
2,8,809,2,1748,80181,1,10,5,,64868,101,1
2,8,809,2,1748,80182,1,10,5,,10932,2001,1
2,8,809,2,1748,80182,2,8.05000019073486,5,,6386.02,2002,1
2,8,809,2,1748,80182,3,9,5,,10210,2003,1
2,8,809,2,1748,80182,4,6,5,,1999.06,204,1
2,8,809,2,1748,80183,1,6,5,,40399,301,1
2,8,809,2,1748,80184,1,3,5,,5375.05,401,1
2,8,809,2,1748,80185,1,1,5,,4150,5,1
2,8,809,2,1748,80185,2,3,5,,35222,5,1
2,8,809,2,1748,80185,3,,,,,,
2,8,809,2,1748,80185,4,,,,,,
2,8,809,2,1748,80186,1,7,5,,5892.07,601,1
2,8,809,2,1748,80186,2,3,5,,4400.06,602,1
2,8,809,2,1748,80186,3,4,5,,4344.09,603,1
2,8,809,2,1748,80187,1,5,5,,11672,701,1
2,8,809,2,1748,80187,2,3,5,,4843.02,702,1
2,8,809,2,1748,80188,1,4,5,,2826.08,801,1
2,8,809,2,1748,80190,1,5,5,,3489.03,101,1
2,8,809,2,1748,80190,2,4,5,,4128,102,1
2,8,826,2,926,80191,1,5,5,,17225,101,1
2,8,826,2,926,80192,1,3,5,,40597,3,1
2,8,826,2,926,80193,1,8,1,,56395,5001,1
2,8,826,2,926,80193,2,9,1,,43373,5002,1
2,8,826,2,926,80194,1,5,5,,44229,701,1
2,8,826,2,926,80194,2,7,5,,91960,702,1
2,8,826,2,926,80195,1,12,5,,68781,901,1
2,8,826,2,926,80195,2,8,5,,17610,902,1
2,8,826,2,926,80196,1,10,5,,58968,111,1
2,8,826,2,926,80197,1,9,5,,8231.09,131,1
2,8,826,2,926,80197,2,12,5,,49575,132,1
2,8,826,2,926,80198,1,5,5,,5465.02,1501,1
2,8,826,2,926,80199,1,6,5,,21257,1701,1
2,8,826,2,926,80199,2,8,5,,8,1702,1
2,8,826,2,926,80200,1,5,5,,10364,1901,1
2,8,826,2,926,80200,2,7,5,,40035,1902,1
2,8,815,2,362,80201,1,5,5,,30531,101,1
2,8,815,2,362,80202,1,4,5,,22955,201,1
2,8,815,2,362,80203,1,2,5,,16186,3001,1
2,8,815,2,362,80206,1,4,5,,1411.06,1101,2
2,8,815,2,362,80207,1,1,5,,545.09,701,1
2,8,815,2,362,80207,2,1,5,,921.09,702,1
2,8,815,2,362,80207,3,2,5,,2946.06,703,1
2,8,815,2,362,80208,1,6,5,,16435,121,1
5,9,903,2,48,90011,1,40,5,,,701,1
5,9,903,2,48,90014,1,1,6,,5257.03,531,1
5,9,903,2,48,90015,1,2000,3,,,321,1
5,9,903,2,48,90016,1,480,3,,5908.1,4801,1
5,9,903,2,48,90016,2,3,5,,,4802,1
5,9,903,2,48,90018,1,96,3,,,1501,1
5,9,903,2,48,90018,2,3,5,,,1502,1
5,9,903,2,48,90018,3,5,5,,,1503,1
5,9,903,2,48,90019,1,3000,3,,3113.1,401,1
5,9,903,2,48,90019,2,1300,3,,,,1
5,9,903,2,48,90020,1,2000,3,,,441,1
5,9,915,1,1390,90021,1,40,5,,,,
5,9,915,1,1390,90021,2,3,5,,,,
5,9,915,1,1390,90022,1,3,,,1565.7,601,1
5,9,915,1,1390,90022,2,4,,,1846.5,602,
5,9,915,1,1390,90025,1,3000,3,,10628,81,1
5,9,915,1,1390,90025,2,4000,3,,2411.5,82,1
5,9,915,1,1390,90025,3,,,,,,1
5,9,915,1,1390,90026,1,2000,3,,519,91,2
5,9,915,1,1390,90027,1,1,5,,,101,1
5,9,915,1,1390,90027,2,2,5,,,102,1
5,9,915,1,1390,90028,1,2000,3,,,131,1
5,9,915,1,1390,90028,2,3500,3,,,132,1
5,9,915,1,1390,90029,1,1000,3,,,11,1
5,9,915,1,1390,90029,2,1000,3,,,12,1
5,9,915,1,1390,90030,1,800,,,,11,1
5,9,917,1,1254,90031,1,890,1,,,101,2
5,9,917,1,1254,90031,2,858,1,,,102,2
5,9,917,1,1254,90031,3,1254,1,,,103,2
5,9,917,1,1254,90031,4,621,1,,,4,2
5,9,917,1,1254,90031,5,989,1,,,105,2
5,9,917,1,1254,90031,6,414,1,,,106,2
5,9,917,1,1254,90031,7,1110,1,,,107,2
5,9,917,1,1254,90031,8,950,1,,,108,2
5,9,917,1,1254,90031,9,20,5,,,109,2
5,9,917,1,1254,90032,1,1050,1,,,3501,1
5,9,917,1,1254,90032,2,1100,1,,,3502,1
5,9,917,1,1254,90032,3,1250,1,,,3503,1
5,9,917,1,1254,90032,4,1200,1,,,3504,1
5,9,917,1,1254,90032,5,1050,1,,,3505,1
5,9,917,1,1254,90033,1,380,1,,620,4101,2
5,9,917,1,1254,90033,2,323,1,,552,4102,2
5,9,917,1,1254,90033,3,513,1,,,4103,2
5,9,917,1,1254,90035,1,300,1,,970.7,191,1
5,9,917,1,1254,90035,2,1000,1,,2159.9,192,2
5,9,917,1,1254,90036,1,2000,1,,,321,1
5,9,917,1,1254,90036,2,900,1,,,322,1
5,9,917,1,1254,90036,3,2000,1,,,323,2
5,9,917,1,1254,90036,4,2500,1,,,324,2
5,9,917,1,1254,90036,5,2300,1,,,324,2
5,9,917,1,1254,90037,1,1200,1,,,221,1
5,9,917,1,1254,90037,2,2020,1,,,222,1
5,9,917,1,1254,90037,3,775,1,,851.5,223,1
5,9,917,1,1254,90038,1,1500,1,,879.9,381,1
5,9,917,1,1254,90038,2,1250,1,,632.9,382,1
5,9,917,1,1254,90038,3,1250,1,,4226.01,383,2
5,9,917,1,1254,90038,4,1000,1,,,384,2
5,9,917,1,1254,90038,5,1250,1,,10076,385,3
5,9,917,1,1254,90038,6,1440,,,1016.1,386,3
5,9,917,1,1254,90039,1,2500,1,,,131,1
5,9,917,1,1254,90040,1,2000,1,,1620.6,261,1
5,9,917,1,1254,90040,2,2000,1,,1106.9,262,1
5,9,917,1,1254,90040,3,1500,1,,,263,1
5,9,901,2,398,90041,1,1000,1,,,801,2
5,9,901,2,398,90041,2,100,1,,,802,2
5,9,901,2,398,90041,3,30,1,,,803,2
5,9,901,2,398,90041,4,400,1,,,804,2
5,9,901,2,398,90041,5,1200,1,,,805,2
5,9,901,2,398,90041,6,800,1,,837.1,806,2
5,9,901,2,398,90041,7,250,1,,,807,3
5,9,901,2,398,90041,8,800,1,,,808,3
5,9,901,2,398,90041,9,3,6,,,809,
5,9,901,2,398,90042,1,55,1,,235.5,3301,1
5,9,901,2,398,90042,2,300,1,,351.8,3302,1
5,9,901,2,398,90042,3,1200,1,,2005.7,3303,1
5,9,901,2,398,90043,1,2000,1,,123150,2601,1
5,9,901,2,398,90044,1,2,5,,2780.7,191,1
5,9,901,2,398,90044,2,2,5,,828.5,192,1
5,9,901,2,398,90044,3,2,5,,,193,2
5,9,901,2,398,90045,1,1000,3,,32.1,151,1
5,9,901,2,398,90045,2,2000,1,,2809.1,152,1
5,9,901,2,398,90045,3,1500,1,,976.1,153,1
5,9,901,2,398,90046,1,50,3,,295.1,121,1
5,9,901,2,398,90046,2,700,3,,703.7,122,2
5,9,901,2,398,90047,1,4500,1,,,241,1
5,9,901,2,398,90047,2,1500,1,,21848,242,2
5,9,901,2,398,90047,3,2000,1,,1779.9,243,2
